date,hour,rentals
8/11/2012,9,271
8/11/2012,10,407
8/11/2012,11,499
8/11/2012,12,546
8/11/2012,13,569
8/11/2012,14,538
8/11/2012,15,562
8/11/2012,16,531
8/11/2012,17,512
8/11/2012,18,300
8/11/2012,19,275
8/11/2012,20,160
8/11/2012,21,128
8/11/2012,22,168
8/11/2012,23,163
8/12/2012,0,120
8/12/2012,1,113
8/12/2012,2,86
8/12/2012,3,48
8/12/2012,4,10
8/12/2012,5,10
8/12/2012,6,16
8/12/2012,7,39
8/12/2012,8,119
8/12/2012,9,217
8/12/2012,10,328
8/12/2012,11,449
8/12/2012,12,505
8/12/2012,13,543
8/12/2012,14,579
8/12/2012,15,577
8/12/2012,16,513
8/12/2012,17,505
8/12/2012,18,491
8/12/2012,19,465
8/12/2012,20,300
8/12/2012,21,220
8/12/2012,22,181
8/12/2012,23,110
8/13/2012,0,47
8/13/2012,1,14
8/13/2012,2,9
8/13/2012,3,6
8/13/2012,4,11
8/13/2012,5,36
8/13/2012,6,159
8/13/2012,7,436
8/13/2012,8,673
8/13/2012,9,305
8/13/2012,10,199
8/13/2012,11,245
8/13/2012,12,276
8/13/2012,13,254
8/13/2012,14,248
8/13/2012,15,274
8/13/2012,16,464
8/13/2012,17,818
8/13/2012,18,812
8/13/2012,19,555
8/13/2012,20,432
8/13/2012,21,290
8/13/2012,22,192
8/13/2012,23,128
8/14/2012,0,60
8/14/2012,1,27
8/14/2012,2,11
8/14/2012,3,3
8/14/2012,4,5
8/14/2012,5,36
8/14/2012,6,64
8/14/2012,7,179
8/14/2012,8,618
8/14/2012,9,402
8/14/2012,10,208
8/14/2012,11,196
8/14/2012,12,300
8/14/2012,13,286
8/14/2012,14,255
8/14/2012,15,283
8/14/2012,16,458
8/14/2012,17,812
8/14/2012,18,854
8/14/2012,19,627
8/14/2012,20,436
8/14/2012,21,308
8/14/2012,22,189
8/14/2012,23,167
8/15/2012,0,60
8/15/2012,1,37
8/15/2012,2,8
8/15/2012,3,11
8/15/2012,4,4
8/15/2012,5,39
8/15/2012,6,172
8/15/2012,7,492
8/15/2012,8,682
8/15/2012,9,367
8/15/2012,10,233
8/15/2012,11,235
8/15/2012,12,307
8/15/2012,13,294
8/15/2012,14,255
8/15/2012,15,266
8/15/2012,16,431
8/15/2012,17,851
8/15/2012,18,848
8/15/2012,19,649
8/15/2012,20,427
8/15/2012,21,315
8/15/2012,22,226
8/15/2012,23,138
8/16/2012,0,76
8/16/2012,1,21
8/16/2012,2,15
8/16/2012,3,4
8/16/2012,4,5
8/16/2012,5,37
8/16/2012,6,165
8/16/2012,7,464
8/16/2012,8,682
8/16/2012,9,337
8/16/2012,10,199
8/16/2012,11,274
8/16/2012,12,343
8/16/2012,13,300
8/16/2012,14,248
8/16/2012,15,260
8/16/2012,16,419
8/16/2012,17,897
8/16/2012,18,832
8/16/2012,19,677
8/16/2012,20,514
8/16/2012,21,356
8/16/2012,22,254
8/16/2012,23,226
8/17/2012,0,88
8/17/2012,1,54
8/17/2012,2,19
8/17/2012,3,6
8/17/2012,4,9
8/17/2012,5,36
8/17/2012,6,157
8/17/2012,7,379
8/17/2012,8,668
8/17/2012,9,378
8/17/2012,10,231
8/17/2012,11,303
8/17/2012,12,365
8/17/2012,13,357
8/17/2012,14,328
8/17/2012,15,383
8/17/2012,16,488
8/17/2012,17,791
8/17/2012,18,669
8/17/2012,19,491
8/17/2012,20,359
8/17/2012,21,255
8/17/2012,22,213
8/17/2012,23,121
8/18/2012,0,105
8/18/2012,1,92
8/18/2012,2,43
8/18/2012,3,30
8/18/2012,4,13
8/18/2012,5,9
8/18/2012,6,27
8/18/2012,7,64
8/18/2012,8,189
8/18/2012,9,292
8/18/2012,10,480
8/18/2012,11,536
8/18/2012,12,654
8/18/2012,13,644
8/18/2012,14,598
8/18/2012,15,596
8/18/2012,16,641
8/18/2012,17,635
8/18/2012,18,554
8/18/2012,19,488
8/18/2012,20,341
8/18/2012,21,338
8/18/2012,22,261
8/18/2012,23,235
8/19/2012,0,187
8/19/2012,1,131
8/19/2012,2,119
8/19/2012,3,55
8/19/2012,4,26
8/19/2012,5,11
8/19/2012,6,20
8/19/2012,7,41
8/19/2012,8,124
8/19/2012,9,270
8/19/2012,10,425
8/19/2012,11,272
8/19/2012,12,298
8/19/2012,13,162
8/19/2012,14,149
8/19/2012,15,276
8/19/2012,16,356
8/19/2012,17,343
8/19/2012,18,377
8/19/2012,19,341
8/19/2012,20,274
8/19/2012,21,190
8/19/2012,22,56
8/19/2012,23,46
8/20/2012,0,26
8/20/2012,1,10
8/20/2012,2,5
8/20/2012,3,3
8/20/2012,4,7
8/20/2012,5,37
8/20/2012,6,161
8/20/2012,7,442
8/20/2012,8,655
8/20/2012,9,357
8/20/2012,10,193
8/20/2012,11,241
8/20/2012,12,282
8/20/2012,13,291
8/20/2012,14,275
8/20/2012,15,309
8/20/2012,16,460
8/20/2012,17,893
8/20/2012,18,815
8/20/2012,19,299
8/20/2012,20,261
8/20/2012,21,245
8/20/2012,22,161
8/20/2012,23,102
8/21/2012,0,59
8/21/2012,1,33
8/21/2012,2,8
8/21/2012,3,3
8/21/2012,4,4
8/21/2012,5,34
8/21/2012,6,169
8/21/2012,7,519
8/21/2012,8,723
8/21/2012,9,328
8/21/2012,10,178
8/21/2012,11,256
8/21/2012,12,305
8/21/2012,13,331
8/21/2012,14,302
8/21/2012,15,302
8/21/2012,16,467
8/21/2012,17,878
8/21/2012,18,625
8/21/2012,19,476
8/21/2012,20,358
8/21/2012,21,280
8/21/2012,22,232
8/21/2012,23,136
8/22/2012,0,55
8/22/2012,1,21
8/22/2012,2,17
8/22/2012,3,7
8/22/2012,4,8
8/22/2012,5,40
8/22/2012,6,187
8/22/2012,7,553
8/22/2012,8,740
8/22/2012,9,376
8/22/2012,10,225
8/22/2012,11,267
8/22/2012,12,312
8/22/2012,13,316
8/22/2012,14,266
8/22/2012,15,316
8/22/2012,16,460
8/22/2012,17,783
8/22/2012,18,683
8/22/2012,19,580
8/22/2012,20,391
8/22/2012,21,351
8/22/2012,22,281
8/22/2012,23,140
8/23/2012,0,60
8/23/2012,1,25
8/23/2012,2,20
8/23/2012,3,9
8/23/2012,4,6
8/23/2012,5,37
8/23/2012,6,192
8/23/2012,7,481
8/23/2012,8,707
8/23/2012,9,412
8/23/2012,10,233
8/23/2012,11,278
8/23/2012,12,332
8/23/2012,13,346
8/23/2012,14,305
8/23/2012,15,305
8/23/2012,16,465
8/23/2012,17,820
8/23/2012,18,941
8/23/2012,19,633
8/23/2012,20,474
8/23/2012,21,329
8/23/2012,22,198
8/23/2012,23,157
8/24/2012,0,111
8/24/2012,1,42
8/24/2012,2,16
8/24/2012,3,8
8/24/2012,4,8
8/24/2012,5,38
8/24/2012,6,151
8/24/2012,7,425
8/24/2012,8,744
8/24/2012,9,389
8/24/2012,10,262
8/24/2012,11,281
8/24/2012,12,371
8/24/2012,13,351
8/24/2012,14,338
8/24/2012,15,350
8/24/2012,16,515
8/24/2012,17,812
8/24/2012,18,736
8/24/2012,19,536
8/24/2012,20,363
8/24/2012,21,306
8/24/2012,22,251
8/24/2012,23,178
8/25/2012,0,135
8/25/2012,1,115
8/25/2012,2,79
8/25/2012,3,38
8/25/2012,4,12
8/25/2012,5,14
8/25/2012,6,30
8/25/2012,7,102
8/25/2012,8,162
8/25/2012,9,288
8/25/2012,10,442
8/25/2012,11,457
8/25/2012,12,584
8/25/2012,13,517
8/25/2012,14,482
8/25/2012,15,233
8/25/2012,16,434
8/25/2012,17,403
8/25/2012,18,383
8/25/2012,19,354
8/25/2012,20,241
8/25/2012,21,208
8/25/2012,22,182
8/25/2012,23,158
8/26/2012,0,134
8/26/2012,1,134
8/26/2012,2,116
8/26/2012,3,53
8/26/2012,4,16
8/26/2012,5,16
8/26/2012,6,21
8/26/2012,7,34
8/26/2012,8,133
8/26/2012,9,263
8/26/2012,10,385
8/26/2012,11,482
8/26/2012,12,626
8/26/2012,13,541
8/26/2012,14,377
8/26/2012,15,391
8/26/2012,16,173
8/26/2012,17,233
8/26/2012,18,264
8/26/2012,19,292
8/26/2012,20,211
8/26/2012,21,166
8/26/2012,22,114
8/26/2012,23,80
8/27/2012,0,32
8/27/2012,1,7
8/27/2012,2,8
8/27/2012,3,4
8/27/2012,4,12
8/27/2012,5,36
8/27/2012,6,145
8/27/2012,7,433
8/27/2012,8,699
8/27/2012,9,342
8/27/2012,10,206
8/27/2012,11,229
8/27/2012,12,283
8/27/2012,13,288
8/27/2012,14,246
8/27/2012,15,282
8/27/2012,16,444
8/27/2012,17,845
8/27/2012,18,834
8/27/2012,19,573
8/27/2012,20,416
8/27/2012,21,278
8/27/2012,22,161
8/27/2012,23,114
8/28/2012,0,38
8/28/2012,1,21
8/28/2012,2,15
8/28/2012,3,4
8/28/2012,4,8
8/28/2012,5,42
8/28/2012,6,147
8/28/2012,7,269
8/28/2012,8,693
8/28/2012,9,395
8/28/2012,10,204
8/28/2012,11,218
8/28/2012,12,297
8/28/2012,13,288
8/28/2012,14,251
8/28/2012,15,317
8/28/2012,16,480
8/28/2012,17,864
8/28/2012,18,818
8/28/2012,19,597
8/28/2012,20,435
8/28/2012,21,314
8/28/2012,22,216
8/28/2012,23,109
8/29/2012,0,47
8/29/2012,1,14
8/29/2012,2,6
8/29/2012,3,9
8/29/2012,4,10
8/29/2012,5,40
8/29/2012,6,181
8/29/2012,7,554
8/29/2012,8,808
8/29/2012,9,348
8/29/2012,10,178
8/29/2012,11,253
8/29/2012,12,360
8/29/2012,13,300
8/29/2012,14,301
8/29/2012,15,338
8/29/2012,16,493
8/29/2012,17,870
8/29/2012,18,812
8/29/2012,19,643
8/29/2012,20,427
8/29/2012,21,313
8/29/2012,22,235
8/29/2012,23,157
8/30/2012,0,65
8/30/2012,1,23
8/30/2012,2,17
8/30/2012,3,5
8/30/2012,4,8
8/30/2012,5,35
8/30/2012,6,163
8/30/2012,7,532
8/30/2012,8,754
8/30/2012,9,396
8/30/2012,10,234
8/30/2012,11,276
8/30/2012,12,294
8/30/2012,13,290
8/30/2012,14,273
8/30/2012,15,338
8/30/2012,16,482
8/30/2012,17,844
8/30/2012,18,853
8/30/2012,19,610
8/30/2012,20,471
8/30/2012,21,307
8/30/2012,22,291
8/30/2012,23,152
8/31/2012,0,82
8/31/2012,1,32
8/31/2012,2,20
8/31/2012,3,5
8/31/2012,4,7
8/31/2012,5,29
8/31/2012,6,108
8/31/2012,7,421
8/31/2012,8,690
8/31/2012,9,398
8/31/2012,10,256
8/31/2012,11,309
8/31/2012,12,410
8/31/2012,13,368
8/31/2012,14,436
8/31/2012,15,526
8/31/2012,16,528
8/31/2012,17,617
8/31/2012,18,546
8/31/2012,19,452
8/31/2012,20,356
8/31/2012,21,303
8/31/2012,22,277
8/31/2012,23,174
9/1/2012,0,168
9/1/2012,1,79
9/1/2012,2,69
9/1/2012,3,35
9/1/2012,4,12
9/1/2012,5,22
9/1/2012,6,36
9/1/2012,7,66
9/1/2012,8,162
9/1/2012,9,237
9/1/2012,10,417
9/1/2012,11,492
9/1/2012,12,471
9/1/2012,13,504
9/1/2012,14,514
9/1/2012,15,563
9/1/2012,16,462
9/1/2012,17,463
9/1/2012,18,442
9/1/2012,19,392
9/1/2012,20,207
9/1/2012,21,104
9/1/2012,22,78
9/1/2012,23,145
9/2/2012,0,99
9/2/2012,1,73
9/2/2012,2,84
9/2/2012,3,42
9/2/2012,4,22
9/2/2012,5,12
9/2/2012,6,15
9/2/2012,7,42
9/2/2012,8,129
9/2/2012,9,232
9/2/2012,10,388
9/2/2012,11,489
9/2/2012,12,545
9/2/2012,13,493
9/2/2012,14,457
9/2/2012,15,355
9/2/2012,16,474
9/2/2012,17,503
9/2/2012,18,500
9/2/2012,19,292
9/2/2012,20,104
9/2/2012,21,171
9/2/2012,22,166
9/2/2012,23,123
9/3/2012,0,104
9/3/2012,1,55
9/3/2012,2,40
9/3/2012,3,28
9/3/2012,4,11
9/3/2012,5,4
9/3/2012,6,15
9/3/2012,7,43
9/3/2012,8,127
9/3/2012,9,229
9/3/2012,10,359
9/3/2012,11,459
9/3/2012,12,543
9/3/2012,13,566
9/3/2012,14,512
9/3/2012,15,449
9/3/2012,16,500
9/3/2012,17,498
9/3/2012,18,482
9/3/2012,19,374
9/3/2012,20,261
9/3/2012,21,184
9/3/2012,22,121
9/3/2012,23,70
9/4/2012,0,29
9/4/2012,1,24
9/4/2012,2,5
9/4/2012,3,10
9/4/2012,4,8
9/4/2012,5,38
9/4/2012,6,172
9/4/2012,7,493
9/4/2012,8,632
9/4/2012,9,323
9/4/2012,10,172
9/4/2012,11,198
9/4/2012,12,287
9/4/2012,13,275
9/4/2012,14,274
9/4/2012,15,292
9/4/2012,16,458
9/4/2012,17,856
9/4/2012,18,839
9/4/2012,19,552
9/4/2012,20,385
9/4/2012,21,268
9/4/2012,22,179
9/4/2012,23,95
9/5/2012,0,37
9/5/2012,1,13
9/5/2012,2,9
9/5/2012,3,4
9/5/2012,4,5
9/5/2012,5,40
9/5/2012,6,210
9/5/2012,7,500
9/5/2012,8,725
9/5/2012,9,290
9/5/2012,10,235
9/5/2012,11,217
9/5/2012,12,266
9/5/2012,13,234
9/5/2012,14,211
9/5/2012,15,245
9/5/2012,16,430
9/5/2012,17,863
9/5/2012,18,839
9/5/2012,19,662
9/5/2012,20,412
9/5/2012,21,296
9/5/2012,22,219
9/5/2012,23,150
9/6/2012,0,65
9/6/2012,1,18
9/6/2012,2,8
9/6/2012,3,9
9/6/2012,4,8
9/6/2012,5,38
9/6/2012,6,200
9/6/2012,7,482
9/6/2012,8,646
9/6/2012,9,123
9/6/2012,10,49
9/6/2012,11,62
9/6/2012,12,137
9/6/2012,13,191
9/6/2012,14,216
9/6/2012,15,270
9/6/2012,16,416
9/6/2012,17,808
9/6/2012,18,835
9/6/2012,19,558
9/6/2012,20,406
9/6/2012,21,272
9/6/2012,22,217
9/6/2012,23,169
9/7/2012,0,96
9/7/2012,1,29
9/7/2012,2,11
9/7/2012,3,9
9/7/2012,4,8
9/7/2012,5,40
9/7/2012,6,140
9/7/2012,7,486
9/7/2012,8,719
9/7/2012,9,344
9/7/2012,10,224
9/7/2012,11,296
9/7/2012,12,323
9/7/2012,13,354
9/7/2012,14,253
9/7/2012,15,331
9/7/2012,16,470
9/7/2012,17,772
9/7/2012,18,792
9/7/2012,19,568
9/7/2012,20,391
9/7/2012,21,301
9/7/2012,22,299
9/7/2012,23,248
9/8/2012,0,150
9/8/2012,1,117
9/8/2012,2,77
9/8/2012,3,43
9/8/2012,4,11
9/8/2012,5,15
9/8/2012,6,34
9/8/2012,7,82
9/8/2012,8,230
9/8/2012,9,348
9/8/2012,10,422
9/8/2012,11,578
9/8/2012,12,694
9/8/2012,13,668
9/8/2012,14,626
9/8/2012,15,512
9/8/2012,16,114
9/8/2012,17,171
9/8/2012,18,167
9/8/2012,19,215
9/8/2012,20,194
9/8/2012,21,181
9/8/2012,22,194
9/8/2012,23,133
9/9/2012,0,124
9/9/2012,1,124
9/9/2012,2,96
9/9/2012,3,46
9/9/2012,4,28
9/9/2012,5,55
9/9/2012,6,35
9/9/2012,7,70
9/9/2012,8,170
9/9/2012,9,299
9/9/2012,10,495
9/9/2012,11,585
9/9/2012,12,757
9/9/2012,13,729
9/9/2012,14,647
9/9/2012,15,696
9/9/2012,16,701
9/9/2012,17,671
9/9/2012,18,560
9/9/2012,19,496
9/9/2012,20,356
9/9/2012,21,206
9/9/2012,22,189
9/9/2012,23,92
9/10/2012,0,41
9/10/2012,1,18
9/10/2012,2,17
9/10/2012,3,12
9/10/2012,4,5
9/10/2012,5,40
9/10/2012,6,180
9/10/2012,7,447
9/10/2012,8,730
9/10/2012,9,361
9/10/2012,10,210
9/10/2012,11,236
9/10/2012,12,332
9/10/2012,13,323
9/10/2012,14,340
9/10/2012,15,346
9/10/2012,16,488
9/10/2012,17,871
9/10/2012,18,968
9/10/2012,19,633
9/10/2012,20,390
9/10/2012,21,285
9/10/2012,22,159
9/10/2012,23,93
9/11/2012,0,32
9/11/2012,1,10
9/11/2012,2,6
9/11/2012,3,8
9/11/2012,4,9
9/11/2012,5,44
9/11/2012,6,211
9/11/2012,7,596
9/11/2012,8,750
9/11/2012,9,358
9/11/2012,10,196
9/11/2012,11,247
9/11/2012,12,316
9/11/2012,13,328
9/11/2012,14,255
9/11/2012,15,326
9/11/2012,16,536
9/11/2012,17,970
9/11/2012,18,877
9/11/2012,19,596
9/11/2012,20,461
9/11/2012,21,310
9/11/2012,22,216
9/11/2012,23,109
9/12/2012,0,49
9/12/2012,1,21
9/12/2012,2,11
9/12/2012,3,7
9/12/2012,4,5
9/12/2012,5,48
9/12/2012,6,205
9/12/2012,7,557
9/12/2012,8,770
9/12/2012,9,328
9/12/2012,10,205
9/12/2012,11,232
9/12/2012,12,352
9/12/2012,13,323
9/12/2012,14,278
9/12/2012,15,318
9/12/2012,16,509
9/12/2012,17,925
9/12/2012,18,977
9/12/2012,19,635
9/12/2012,20,470
9/12/2012,21,306
9/12/2012,22,212
9/12/2012,23,127
9/13/2012,0,57
9/13/2012,1,28
9/13/2012,2,9
9/13/2012,3,11
9/13/2012,4,6
9/13/2012,5,57
9/13/2012,6,195
9/13/2012,7,571
9/13/2012,8,758
9/13/2012,9,338
9/13/2012,10,212
9/13/2012,11,254
9/13/2012,12,297
9/13/2012,13,283
9/13/2012,14,274
9/13/2012,15,352
9/13/2012,16,491
9/13/2012,17,884
9/13/2012,18,852
9/13/2012,19,674
9/13/2012,20,463
9/13/2012,21,317
9/13/2012,22,251
9/13/2012,23,170
9/14/2012,0,87
9/14/2012,1,41
9/14/2012,2,30
9/14/2012,3,14
9/14/2012,4,12
9/14/2012,5,41
9/14/2012,6,152
9/14/2012,7,454
9/14/2012,8,766
9/14/2012,9,347
9/14/2012,10,246
9/14/2012,11,280
9/14/2012,12,409
9/14/2012,13,408
9/14/2012,14,371
9/14/2012,15,367
9/14/2012,16,563
9/14/2012,17,894
9/14/2012,18,808
9/14/2012,19,579
9/14/2012,20,404
9/14/2012,21,312
9/14/2012,22,229
9/14/2012,23,195
9/15/2012,0,207
9/15/2012,1,109
9/15/2012,2,93
9/15/2012,3,37
9/15/2012,4,6
9/15/2012,5,16
9/15/2012,6,33
9/15/2012,7,73
9/15/2012,8,212
9/15/2012,9,342
9/15/2012,10,442
9/15/2012,11,627
9/15/2012,12,706
9/15/2012,13,704
9/15/2012,14,715
9/15/2012,15,654
9/15/2012,16,783
9/15/2012,17,729
9/15/2012,18,614
9/15/2012,19,478
9/15/2012,20,330
9/15/2012,21,296
9/15/2012,22,279
9/15/2012,23,229
9/16/2012,0,151
9/16/2012,1,117
9/16/2012,2,89
9/16/2012,3,48
9/16/2012,4,8
9/16/2012,5,13
9/16/2012,6,35
9/16/2012,7,71
9/16/2012,8,128
9/16/2012,9,296
9/16/2012,10,490
9/16/2012,11,559
9/16/2012,12,656
9/16/2012,13,694
9/16/2012,14,635
9/16/2012,15,557
9/16/2012,16,596
9/16/2012,17,570
9/16/2012,18,481
9/16/2012,19,403
9/16/2012,20,324
9/16/2012,21,191
9/16/2012,22,127
9/16/2012,23,94
9/17/2012,0,45
9/17/2012,1,21
9/17/2012,2,13
9/17/2012,3,7
9/17/2012,4,11
9/17/2012,5,45
9/17/2012,6,164
9/17/2012,7,492
9/17/2012,8,683
9/17/2012,9,299
9/17/2012,10,202
9/17/2012,11,252
9/17/2012,12,295
9/17/2012,13,343
9/17/2012,14,332
9/17/2012,15,338
9/17/2012,16,453
9/17/2012,17,842
9/17/2012,18,774
9/17/2012,19,486
9/17/2012,20,340
9/17/2012,21,233
9/17/2012,22,129
9/17/2012,23,70
9/18/2012,0,13
9/18/2012,1,5
9/18/2012,2,4
9/18/2012,3,6
9/18/2012,4,7
9/18/2012,5,48
9/18/2012,6,167
9/18/2012,7,356
9/18/2012,8,672
9/18/2012,9,293
9/18/2012,10,160
9/18/2012,11,151
9/18/2012,12,88
9/18/2012,13,114
9/18/2012,14,143
9/18/2012,15,36
9/18/2012,16,141
9/18/2012,17,338
9/18/2012,18,281
9/18/2012,19,324
9/18/2012,20,290
9/18/2012,21,207
9/18/2012,22,151
9/18/2012,23,78
9/19/2012,0,26
9/19/2012,1,12
9/19/2012,2,3
9/19/2012,3,5
9/19/2012,4,10
9/19/2012,5,56
9/19/2012,6,172
9/19/2012,7,545
9/19/2012,8,797
9/19/2012,9,362
9/19/2012,10,192
9/19/2012,11,247
9/19/2012,12,313
9/19/2012,13,289
9/19/2012,14,286
9/19/2012,15,311
9/19/2012,16,466
9/19/2012,17,886
9/19/2012,18,892
9/19/2012,19,611
9/19/2012,20,409
9/19/2012,21,349
9/19/2012,22,229
9/19/2012,23,123
9/20/2012,0,58
9/20/2012,1,18
9/20/2012,2,11
9/20/2012,3,6
9/20/2012,4,6
9/20/2012,5,56
9/20/2012,6,170
9/20/2012,7,534
9/20/2012,8,790
9/20/2012,9,355
9/20/2012,10,190
9/20/2012,11,243
9/20/2012,12,290
9/20/2012,13,336
9/20/2012,14,298
9/20/2012,15,291
9/20/2012,16,457
9/20/2012,17,976
9/20/2012,18,900
9/20/2012,19,603
9/20/2012,20,417
9/20/2012,21,274
9/20/2012,22,287
9/20/2012,23,154
9/21/2012,0,66
9/21/2012,1,49
9/21/2012,2,14
9/21/2012,3,12
9/21/2012,4,10
9/21/2012,5,49
9/21/2012,6,165
9/21/2012,7,503
9/21/2012,8,757
9/21/2012,9,383
9/21/2012,10,225
9/21/2012,11,321
9/21/2012,12,389
9/21/2012,13,421
9/21/2012,14,412
9/21/2012,15,423
9/21/2012,16,567
9/21/2012,17,846
9/21/2012,18,805
9/21/2012,19,588
9/21/2012,20,369
9/21/2012,21,312
9/21/2012,22,295
9/21/2012,23,186
9/22/2012,0,172
9/22/2012,1,124
9/22/2012,2,83
9/22/2012,3,45
9/22/2012,4,15
9/22/2012,5,17
9/22/2012,6,41
9/22/2012,7,77
9/22/2012,8,218
9/22/2012,9,377
9/22/2012,10,474
9/22/2012,11,626
9/22/2012,12,688
9/22/2012,13,707
9/22/2012,14,654
9/22/2012,15,750
9/22/2012,16,680
9/22/2012,17,646
9/22/2012,18,598
9/22/2012,19,407
9/22/2012,20,325
9/22/2012,21,261
9/22/2012,22,239
9/22/2012,23,171
9/23/2012,0,180
9/23/2012,1,142
9/23/2012,2,95
9/23/2012,3,54
9/23/2012,4,10
9/23/2012,5,6
9/23/2012,6,16
9/23/2012,7,57
9/23/2012,8,175
9/23/2012,9,276
9/23/2012,10,489
9/23/2012,11,570
9/23/2012,12,776
9/23/2012,13,702
9/23/2012,14,666
9/23/2012,15,640
9/23/2012,16,691
9/23/2012,17,723
9/23/2012,18,540
9/23/2012,19,413
9/23/2012,20,252
9/23/2012,21,196
9/23/2012,22,138
9/23/2012,23,100
9/24/2012,0,64
9/24/2012,1,18
9/24/2012,2,8
9/24/2012,3,5
9/24/2012,4,8
9/24/2012,5,37
9/24/2012,6,168
9/24/2012,7,530
9/24/2012,8,750
9/24/2012,9,328
9/24/2012,10,198
9/24/2012,11,238
9/24/2012,12,342
9/24/2012,13,328
9/24/2012,14,303
9/24/2012,15,300
9/24/2012,16,516
9/24/2012,17,898
9/24/2012,18,853
9/24/2012,19,590
9/24/2012,20,432
9/24/2012,21,256
9/24/2012,22,172
9/24/2012,23,94
9/25/2012,0,64
9/25/2012,1,13
9/25/2012,2,14
9/25/2012,3,5
9/25/2012,4,9
9/25/2012,5,47
9/25/2012,6,194
9/25/2012,7,556
9/25/2012,8,805
9/25/2012,9,409
9/25/2012,10,170
9/25/2012,11,218
9/25/2012,12,302
9/25/2012,13,305
9/25/2012,14,293
9/25/2012,15,303
9/25/2012,16,495
9/25/2012,17,967
9/25/2012,18,822
9/25/2012,19,539
9/25/2012,20,425
9/25/2012,21,297
9/25/2012,22,188
9/25/2012,23,98
9/26/2012,0,40
9/26/2012,1,29
9/26/2012,2,17
9/26/2012,3,10
9/26/2012,4,14
9/26/2012,5,36
9/26/2012,6,182
9/26/2012,7,532
9/26/2012,8,838
9/26/2012,9,334
9/26/2012,10,185
9/26/2012,11,227
9/26/2012,12,316
9/26/2012,13,340
9/26/2012,14,277
9/26/2012,15,300
9/26/2012,16,468
9/26/2012,17,953
9/26/2012,18,884
9/26/2012,19,627
9/26/2012,20,434
9/26/2012,21,360
9/26/2012,22,215
9/26/2012,23,115
9/27/2012,0,65
9/27/2012,1,21
9/27/2012,2,16
9/27/2012,3,7
9/27/2012,4,8
9/27/2012,5,66
9/27/2012,6,169
9/27/2012,7,558
9/27/2012,8,794
9/27/2012,9,335
9/27/2012,10,208
9/27/2012,11,294
9/27/2012,12,335
9/27/2012,13,326
9/27/2012,14,258
9/27/2012,15,296
9/27/2012,16,472
9/27/2012,17,905
9/27/2012,18,899
9/27/2012,19,559
9/27/2012,20,457
9/27/2012,21,253
9/27/2012,22,47
9/27/2012,23,45
9/28/2012,0,17
9/28/2012,1,13
9/28/2012,2,10
9/28/2012,3,7
9/28/2012,4,12
9/28/2012,5,38
9/28/2012,6,138
9/28/2012,7,394
9/28/2012,8,705
9/28/2012,9,426
9/28/2012,10,245
9/28/2012,11,361
9/28/2012,12,380
9/28/2012,13,410
9/28/2012,14,399
9/28/2012,15,392
9/28/2012,16,502
9/28/2012,17,808
9/28/2012,18,667
9/28/2012,19,508
9/28/2012,20,336
9/28/2012,21,237
9/28/2012,22,220
9/28/2012,23,190
9/29/2012,0,149
9/29/2012,1,101
9/29/2012,2,92
9/29/2012,3,29
9/29/2012,4,14
9/29/2012,5,15
9/29/2012,6,37
9/29/2012,7,73
9/29/2012,8,211
9/29/2012,9,332
9/29/2012,10,472
9/29/2012,11,663
9/29/2012,12,682
9/29/2012,13,686
9/29/2012,14,750
9/29/2012,15,727
9/29/2012,16,722
9/29/2012,17,712
9/29/2012,18,594
9/29/2012,19,470
9/29/2012,20,315
9/29/2012,21,292
9/29/2012,22,221
9/29/2012,23,196
9/30/2012,0,147
9/30/2012,1,116
9/30/2012,2,92
9/30/2012,3,58
9/30/2012,4,7
9/30/2012,5,10
9/30/2012,6,22
9/30/2012,7,57
9/30/2012,8,144
9/30/2012,9,285
9/30/2012,10,479
9/30/2012,11,591
9/30/2012,12,680
9/30/2012,13,594
9/30/2012,14,612
9/30/2012,15,649
9/30/2012,16,648
9/30/2012,17,575
9/30/2012,18,401
9/30/2012,19,257
9/30/2012,20,194
9/30/2012,21,123
9/30/2012,22,91
9/30/2012,23,57
10/1/2012,0,45
10/1/2012,1,18
10/1/2012,2,12
10/1/2012,3,7
10/1/2012,4,10
10/1/2012,5,36
10/1/2012,6,155
10/1/2012,7,483
10/1/2012,8,784
10/1/2012,9,340
10/1/2012,10,179
10/1/2012,11,272
10/1/2012,12,323
10/1/2012,13,305
10/1/2012,14,244
10/1/2012,15,329
10/1/2012,16,459
10/1/2012,17,856
10/1/2012,18,613
10/1/2012,19,516
10/1/2012,20,262
10/1/2012,21,218
10/1/2012,22,207
10/1/2012,23,105
10/2/2012,0,31
10/2/2012,1,11
10/2/2012,2,2
10/2/2012,3,5
10/2/2012,4,10
10/2/2012,5,43
10/2/2012,6,179
10/2/2012,7,260
10/2/2012,8,134
10/2/2012,9,86
10/2/2012,10,45
10/2/2012,11,99
10/2/2012,12,104
10/2/2012,13,154
10/2/2012,14,163
10/2/2012,15,209
10/2/2012,16,374
10/2/2012,17,715
10/2/2012,18,687
10/2/2012,19,395
10/2/2012,20,306
10/2/2012,21,289
10/2/2012,22,240
10/2/2012,23,98
10/3/2012,0,52
10/3/2012,1,19
10/3/2012,2,9
10/3/2012,3,7
10/3/2012,4,11
10/3/2012,5,34
10/3/2012,6,177
10/3/2012,7,515
