id,country,designation,points,price,province,region,taster_name,taster_twitter_handle,variety,winery
23635,France,,89,30,Bordeaux,Graves,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château de Chantegrive
23636,France,,89,50,Bordeaux,Pessac-Léognan,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château de Fieuzal
23637,France,,89,30,Bordeaux,Margaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Ferrière
23638,France,,89,,Bordeaux,Pessac-Léognan,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Haut-Bergey
23639,France,,89,83,Bordeaux,Pessac-Léognan,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Larrivet Haut-Brion
23640,France,,89,71,Bordeaux,Pauillac,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Lynch-Moussas
23641,France,Le Petit Mouton,89,,Bordeaux,Pauillac,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Mouton Rothschild
23642,France,,89,,Bordeaux,Pomerol,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Nenin
23643,France,,89,20,Bordeaux,Haut-Médoc,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Trois Moulins
23644,Italy,,89,36,Sicily & Sardinia,Terre Siciliane,Kerin O’Keefe,@kerinokeefe,Moscato,Colosi
23645,Chile,Terrunyo Entre Cordilleras Peumo Vineyard Block 27,89,40,Cachapoal Valley,,Michael Schachner,@wineschach,Carmenère,Concha y Toro
23646,US,Estate Grown,89,38,Washington,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Syrah,Cougar Crest
23647,US,,89,11,California,Central Coast,Matt Kettmann,@mattkettmann,Cabernet Sauvignon,Cupcake
23648,Italy,Benuara,89,18,Sicily & Sardinia,Terre Siciliane,Kerin O’Keefe,@kerinokeefe,Red Blend,Cusumano
23649,Austria,Urgestein,89,19,Niederösterreich,,Anne Krebiehl MW,@AnneInVino,Grüner Veltliner,Hager Matthias
23650,US,,89,14,New York,Cayuga Lake,Anna Lee C. Iijima,,Chardonnay,Hosmer
23651,Austria,Spiegel,89,40,Thermenregion,,Anne Krebiehl MW,@AnneInVino,Zierfandler,Johanneshof Reinisch
23652,US,Nuvola,89,19,California,Lodi,Jim Gordon,@gordone_cellars,Gewürztraminer,Markus Wine Co
23653,US,,89,11,California,California,Jim Gordon,@gordone_cellars,Petite Sirah,McManis
23654,Austria,Classique,89,,Burgenland,,Anne Krebiehl MW,@AnneInVino,St. Laurent,Hafner
23655,Austria,Unplugged,89,34,Burgenland,,Anne Krebiehl MW,@AnneInVino,Zweigelt,Hannes Reeh
23656,Austria,,89,34,Neusiedlersee,,Anne Krebiehl MW,@AnneInVino,Zweigelt,Hannes Reeh
23657,US,Cave Dwellers Blend,89,55,California,Coombsville,,,Red Blend,Porter Family Vineyards
23658,US,The Big Easy,89,38,California,Paso Robles,,,Red Blend,Silver Horse
23659,South Africa,Méthode Ancienne,89,42,Robertson,,Lauren Buzzeo,@laurbuzz,Chardonnay,Springfield Estate
23660,US,Estate Bottled T23 Unoaked,89,20,New York,Finger Lakes,Anna Lee C. Iijima,,Cabernet Franc,Lamoreaux Landing
23661,Chile,,89,15,Maule Valley,,Michael Schachner,@wineschach,Carignan,Meli
23662,Greece,,89,14,Santorini,,Susan Kostrzewa,@suskostrzewa,Assyrtico,Greek Wine Cellars
23663,France,,89,,Provence,Bandol,Roger Voss,@vossroger,Rhône-style Red Blend,Domaine de Frégate
23664,France,La Garrigues,89,20,Provence,Les Baux de Provence,Roger Voss,@vossroger,Rosé,Domaine de la Vallongue
23665,Austria,Gradenthal,89,37,Thermenregion,,Anne Krebiehl MW,@AnneInVino,Red Blend,Fischer
23666,US,Rochioli Vineyard,89,70,California,Russian River Valley,,,Pinot Noir,Gary Farrell
23667,Austria,,89,,Burgenland,,Anne Krebiehl MW,@AnneInVino,Blaufränkisch,Hafner
23668,Austria,Lange Ried,89,20,Niederösterreich,,Anne Krebiehl MW,@AnneInVino,Riesling,Pratsch
23669,France,Côte de Rouffach,89,24,Alsace,Alsace,Roger Voss,@vossroger,Pinot Gris,Rieflé
23670,US,Reserve,89,19,California,Russian River Valley,,,Chardonnay,River Road
23671,Chile,1865 Single Vineyard,89,19,Maipo Valley,,Michael Schachner,@wineschach,Cabernet Sauvignon,San Pedro
23672,US,Bald Mountain Vineyard,89,32,California,Ben Lomond Mountain,,,Chardonnay,Sante Arcangeli
23673,Italy,Tralivio,89,17,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Kerin O’Keefe,@kerinokeefe,Verdicchio,Sartarelli
23674,Austria,In den Rothen,89,,Wiener Gemischter Satz,,Anne Krebiehl MW,@AnneInVino,White Blend,T.P.O.
23675,US,The James,89,60,California,Sta. Rita Hills,,,Pinot Noir,Three Sticks
23676,France,,89,25,Alsace,Alsace,Roger Voss,@vossroger,Riesling,Trimbach
23677,Italy,Riserva Plenio,89,35,Central Italy,Verdicchio dei Castelli di Jesi Classico,Kerin O’Keefe,@kerinokeefe,Verdicchio,Umani Ronchi
23678,Italy,Roggio del Filare,89,55,Central Italy,Rosso Piceno Superiore,Kerin O’Keefe,@kerinokeefe,Red Blend,Velenosi
23679,France,Vendanges Tardives,89,35,Alsace,Alsace,Roger Voss,@vossroger,Gewürztraminer,Joseph Cattin
23680,US,,89,25,Washington,Washington,Paul Gregutt,@paulgwine ,Cabernet Sauvignon,Kiona
23681,France,Trois Châteaux,89,,Alsace,Alsace,Roger Voss,@vossroger,Pinot Gris,Kuentz-Bas
23682,Austria,,89,,Niederösterreich,,Anne Krebiehl MW,@AnneInVino,Pinot Noir,Kurt Angerer
23683,Italy,Rincrocca,89,18,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Kerin O’Keefe,@kerinokeefe,Verdicchio,La Staffa
23684,France,Trois Moulins,87,10,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Lacaussade Saint-Martin
23685,France,,87,18,Bordeaux,Bordeaux Supérieur,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Landereau
23686,France,,87,13,Southwest France,Cahors,Roger Voss,@vossroger,Malbec-Merlot,Château Nozières
23687,France,Vieilles Vignes,87,25,Bordeaux,Castillon Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Pillebois
23688,France,,87,9,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Terre Blanque
23689,France,,87,18,Bordeaux,Bordeaux,Roger Voss,@vossroger,Merlot,Clos des Justices
23690,US,Gravel Ridge Vineyard,87,30,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Chardonnay,Cooper-Garrod
23691,Italy,,87,21,Veneto,Bardolino,Kerin O’Keefe,@kerinokeefe,Red Blend,Corte Fornello
23692,US,Trutina,87,29,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Bordeaux-style Red Blend,Dunham
23693,Portugal,DJ Escolha da Enóloga,87,13,Alentejano,,Roger Voss,@vossroger,Portuguese Red,Encostas de Estremoz
23694,France,Maydie Tannat Vintage,87,30,Southwest France,Madiran,Roger Voss,@vossroger,Tannat,Famille Laplace
23695,US,Nonno's Block,87,45,California,Russian River Valley,Virginie Boone,@vboone,Zinfandel,Foppiano
23696,Italy,,87,,Central Italy,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,Sagrantino,Goretti
23697,France,Sécret de Grand Bateau,87,15,Bordeaux,Bordeaux,Roger Voss,@vossroger,Merlot,Grand Bateau
23698,Portugal,T,87,16,Alentejo,,Roger Voss,@vossroger,Trincadeira,Herdade do Esporão
23699,France,Clos Triguedina,87,34,Southwest France,Cahors,Roger Voss,@vossroger,Red Blend,Jean-Luc Baldès
23700,US,Legacy 1868,87,45,California,California,Jim Gordon,@gordone_cellars,Red Blend,Jessie's Grove
23701,Chile,Momentos Reserva,87,11,Curicó Valley,,Michael Schachner,@wineschach,Malbec,Junta
23702,US,Luck Dragon,87,24,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Chardonnay,Longship
23703,Italy,Campolieti,87,19,Veneto,Valpolicella Classico Superiore Ripasso,Kerin O’Keefe,@kerinokeefe,Red Blend,Luigi Righetti
23704,US,,87,34,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,March
23705,US,,87,30,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Chardonnay,March
23706,US,Elephant Mountain Vineyards,87,34,Washington,Rattlesnake Hills,Sean P. Sullivan,@wawinereport,Sangiovese,Maryhill
23707,US,,87,26,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Sangiovese,Maryhill
23708,Italy,Acinum,87,18,Veneto,Valpolicella Ripasso,Kerin O’Keefe,@kerinokeefe,Red Blend,Montresor
23709,US,Estate,87,27,California,Lodi,Jim Gordon,@gordone_cellars,Charbono,Paskett
23710,Portugal,Contos da Terra,87,12,Douro,,Roger Voss,@vossroger,Portuguese White,Quinta do Pôpa
23711,US,Zin Nymph Sophia Favaloro Vineyard White,87,18,California,Contra Costa County,Jim Gordon,@gordone_cellars,Zinfandel,Rock Wall
23712,Chile,Reserva Leyda Estate,87,12,Leyda Valley,,Michael Schachner,@wineschach,Sauvignon Blanc,Santa Carolina
23713,US,,87,14,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Skyfall
23714,Italy,Rombone Elisa,88,,Piedmont,Barbaresco,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Ada Nada
23715,Italy,Valeirano,88,41,Piedmont,Barbaresco,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Ada Nada
23716,US,,88,28,California,Carneros,Virginie Boone,@vboone,Pinot Noir,Artesa
23717,Italy,Riserva,88,48,Piedmont,Barbaresco,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Bera
23718,Argentina,Catena,88,20,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Chardonnay,Bodega Catena Zapata
23719,Argentina,Chúcaro,88,12,Other,Patagonia,Michael Schachner,@wineschach,Malbec,Bodega Patritti
23720,France,Gris Blanc,88,17,Languedoc-Roussillon,Pays d'Oc,Lauren Buzzeo,@laurbuzz,Rosé,Gérard Bertrand
23721,Portugal,,88,10,Vinho Verde,,Roger Voss,@vossroger,Loureiro,J. Portugal Ramos
23722,US,,88,30,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,J. Wright
23723,Germany,Late Harvest Spätlese,88,10,Mosel,,Anna Lee C. Iijima,,Riesling,Johann Falkenburg
23724,Germany,Dürkheimer Spielberg Trocken Erste Lage,88,37,Pfalz,,Anna Lee C. Iijima,,Riesling,Karl Schaefer
23725,US,Di'tani,88,26,Oregon,Rogue Valley,Paul Gregutt,@paulgwine ,Red Blend,Kriselle
23726,US,The Orchards,88,18,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Gris,Left Coast Cellars
23727,France,,88,,Burgundy,Chassagne-Montrachet,Roger Voss,@vossroger,Chardonnay,Louis Latour
23728,US,Josie's Knoll,88,22,Virginia,Monticello,Alexander Peartree,,Cabernet Franc,Lovingston
23729,Portugal,Jardim da Estrela,88,10,Dão,,Roger Voss,@vossroger,Portuguese Red,Magnum Vinhos
23730,Italy,I Fiori,88,20,Sicily & Sardinia,Monica di Sardegna,Kerin O’Keefe,@kerinokeefe,Monica,Pala
23731,Italy,,88,,Piedmont,Bramaterra,Kerin O’Keefe,@kerinokeefe,Red Blend,Tenute Sella
23732,France,La Crochette,87,20,Burgundy,Mâcon-Villages,Roger Voss,@vossroger,Chardonnay,Jacques Charlet
23733,US,,87,15,California,Central Coast,Matt Kettmann,@mattkettmann,Pinot Noir,Koz
23734,US,,87,34,Oregon,Rogue Valley,Paul Gregutt,@paulgwine ,Cabernet Sauvignon,Kriselle
23735,Argentina,Roble,87,17,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec,Los Haroldos
23736,France,,87,,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Chardonnay,Louis Latour
23737,Portugal,Jardim da Estrela Branco,87,10,Dão,,Roger Voss,@vossroger,Portuguese White,Magnum Vinhos
23738,Argentina,Chérie Sparkling Pinot Noir Rosé,87,17,Mendoza Province,Vista Flores,Michael Schachner,@wineschach,Sparkling Blend,Antucura
23739,Italy,,87,35,Piedmont,Barolo,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Arbéta
23740,Portugal,,87,13,Minho,,Roger Voss,@vossroger,Alvarinho,Aveleda
23741,France,,87,32,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Chardonnay,Bouchard Père & Fils
23742,Italy,Noras,87,27,Sicily & Sardinia,Carignano del Sulcis,Kerin O’Keefe,@kerinokeefe,Red Blend,Cantina Santadi
23743,Portugal,Cascas Winemaker Selection,87,13,Douro,,Roger Voss,@vossroger,Portuguese Red,Casca Wines
23744,US,Kessler-Haak Vineyard Clone 2A,88,42,California,Sta. Rita Hills,,,Pinot Noir,Kessler-Haak
23745,US,,88,48,California,Mendocino County,Virginie Boone,@vboone,Cabernet Sauvignon,Kimmel
23746,US,Block 4SB20,88,22,California,Sonoma Valley,,,Sauvignon Blanc,Kunde
23747,US,,88,25,California,Santa Barbara County,,,Pinot Noir,Martin Ray
23748,US,,88,25,California,Dry Creek Valley,,,Zinfandel,Bella
23749,US,,88,22,New York,Finger Lakes,Anna Lee C. Iijima,,Pinot Noir,Billsboro
23750,Spain,Ramón Roqueta,88,12,Catalonia,Catalunya,Michael Schachner,@wineschach,Tempranillo,Bodegas 1898
23751,Italy,Le Ellere,88,25,Tuscany,Chianti Classico,,,Sangiovese,Castello d'Albola
23752,Italy,Solatio,88,12,Tuscany,Toscana,,,Red Blend,Castello di Gabbiano
23753,US,,88,12,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Waterbrook
23754,US,Late Harvest Semillon Ice Wine,88,15,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Sémillon,Waterbrook
23755,France,Roche Mère Brut  Nature,88,100,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Yann Alexandre
23756,France,,88,27,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Gigault
23757,France,,88,10,Bordeaux,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Haut la Pointe
23758,France,,88,20,Bordeaux,Castillon Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château Hyot
23759,Spain,Reserva,88,17,Northern Spain,Rioja,Michael Schachner,@wineschach,Tempranillo Blend,Criadores de Rioja
23760,US,,88,29,California,Arroyo Grande Valley,,,Petite Sirah,De Paola Vineyard
23761,Argentina,Made with Organic Grapes Reserve,88,18,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec-Syrah,Domaine Jean Bousquet
23762,Spain,,88,24,Northern Spain,Bierzo,Michael Schachner,@wineschach,Godello,Abad Dom Bueno
23763,Spain,Petit Albet Made with Organic Grapes,88,12,Catalonia,Catalunya,Michael Schachner,@wineschach,Tempranillo-Garnacha,Albet I Noya
23764,US,Alder Ridge Vineyard,88,40,Washington,Horse Heaven Hills,Sean P. Sullivan,@wawinereport,Mourvèdre,Apex
23765,US,Maximus,88,35,California,Napa Valley,,,Bordeaux-style Red Blend,Bennett Lane
23766,US,Black Label,88,65,California,Napa Valley,,,Cabernet Sauvignon,Black Stallion
23767,Italy,,88,46,Tuscany,Brunello di Montalcino,,,Sangiovese Grosso,Cantina di Montalcino
23768,France,Réserve des Coteaux,88,16,Bordeaux,Cadillac Côtes de Bordeaux,Roger Voss,@vossroger,Bordeaux-style Red Blend,Château de Ricaud
23769,Italy,Extra Dry,89,15,Veneto,Valdobbiadene Prosecco Superiore,Kerin O’Keefe,@kerinokeefe,Glera,Drusian
23770,Portugal,Mondeco,89,13,Dão,,Roger Voss,@vossroger,Portuguese Red,Fontes da Cunha
23771,France,Rosé,89,23,Alsace,Crémant d'Alsace,Anne Krebiehl MW,@AnneInVino,Sparkling Blend,Ruhlmann
23772,Italy,Brut,89,19,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Kerin O’Keefe,@kerinokeefe,Glera,Sanfeletto
23773,US,Gypsy Blanc,89,28,California,Lake County,Jim Gordon,@gordone_cellars,Marsanne-Roussanne,Sol Rouge
23774,US,,89,19,California,Napa Valley,Virginie Boone,@vboone,Sauvignon Blanc,Starmont
23775,US,Grazia Late Harvest,89,39,California,Santa Ynez Valley,Matt Kettmann,@mattkettmann,White Blend,Svago Buono
23776,US,Kali Hart,89,20,California,Monterey,Matt Kettmann,@mattkettmann,Chardonnay,Talbott
23777,France,Tradition Brut,89,35,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,J. M. Gobillard et Fils
23778,France,Demi-Sec,89,35,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Vollereaux
23779,US,Tondre Grapefield,89,23,California,Santa Lucia Highlands,Matt Kettmann,@mattkettmann,Riesling,Waxwing
23780,France,Brut Zéro Sans Soufre Rosé,89,40,Alsace,Crémant d'Alsace,Anne Krebiehl MW,@AnneInVino,Sparkling Blend,Zusslin
23781,Argentina,Altitud,89,26,Mendoza Province,Tupungato,Michael Schachner,@wineschach,Cabernet Sauvignon,Andeluna
23782,Spain,Almendros,89,40,Levante,Valencia,Michael Schachner,@wineschach,Red Blend,Angosto
23783,US,Colson Canyon Vineyard,89,38,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Syrah,Barbieri
23784,Italy,Extra Brut Metodo Classico,89,50,Italy Other,Vino Spumante,Kerin O’Keefe,@kerinokeefe,Pinot Nero,Bruno Giacosa
23785,Italy,Vintage Collection Satèn,89,75,Lombardy,Franciacorta,Kerin O’Keefe,@kerinokeefe,Sparkling Blend,Ca' del Bosco
23786,Italy,Cuvée Prestige Rosé,89,60,Lombardy,Franciacorta,Kerin O’Keefe,@kerinokeefe,Sparkling Blend,Ca' del Bosco
23787,France,Domaine des Pontheux,89,19,Beaujolais,Chiroubles,Roger Voss,@vossroger,Gamay,Georges Duboeuf
23788,US,Al di Là,89,45,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Chardonnay,Lachini
23789,US,Loiregon,89,25,Oregon,Southern Oregon,Paul Gregutt,@paulgwine ,Cabernet Franc,Leah Jørgensen Cellars
23790,Argentina,Hey Malbec,89,20,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec,Matias Riccitelli
23791,US,Estate,89,22,California,Sierra Foothills,Jim Gordon,@gordone_cellars,Sangiovese,Naggiar
23792,France,Brut Rosé,89,80,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Ruinart
23793,US,Forté,88,28,Oregon,Southern Oregon,Paul Gregutt,@paulgwine ,Red Blend,Jaxon
23794,France,Grand Brut Rosé,88,84,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Jeeper
23795,Argentina,Reserva,88,18,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Malbec,Larrea
23796,US,La Mezcla Roja,88,30,California,Paso Robles,Matt Kettmann,@mattkettmann,Rhône-style Red Blend,Lone Madrone
23797,US,Quailhurst Vineyard,89,65,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Pinot Noir,Dobbes Family Estate
23798,France,,89,,Loire Valley,Sancerre,Roger Voss,@vossroger,Sauvignon Blanc,Domaine Delaporte
23799,Italy,,89,19,Northeastern Italy,Collio,Kerin O’Keefe,@kerinokeefe,Friulano,Ferruccio Sgubin
23800,Italy,Karneid,89,22,Northeastern Italy,Alto Adige,Kerin O’Keefe,@kerinokeefe,Kerner,Franz Gojer-Glögglhof
23801,Italy,Karneid,89,26,Northeastern Italy,Alto Adige,Kerin O’Keefe,@kerinokeefe,Sauvignon,Franz Gojer-Glögglhof
23802,US,,89,45,Michigan,Leelanau Peninsula,Alexander Peartree,,Cabernet Franc-Merlot,Gill's Pier
23803,US,Huerhuero,89,29,California,Paso Robles,Matt Kettmann,@mattkettmann,Petit Verdot,Vina Robles
23804,US,Topgun Cuvée,89,25,California,Paso Robles,Matt Kettmann,@mattkettmann,Red Blend,Volatus
23805,Australia,Patchwork,89,19,South Australia,Barossa,Joe Czerwinski,@JoeCz,Shiraz,Yalumba
23806,US,Mare Nectaris,89,52,California,Paso Robles,Matt Kettmann,@mattkettmann,Bordeaux-style Red Blend,Midnight
23807,Italy,Penon,89,25,Northeastern Italy,Alto Adige,Kerin O’Keefe,@kerinokeefe,Pinot Bianco,Nals Margreid
23808,Italy,Sirmian,89,30,Northeastern Italy,Alto Adige,Kerin O’Keefe,@kerinokeefe,Pinot Bianco,Nals Margreid
23809,Portugal,Cedro do Noval,89,20,Duriense,,Roger Voss,@vossroger,Portuguese Red,Quinta do Noval
23810,France,Bruderthal Grand Cru,89,42,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Gewürztraminer,Robert Klingenfus
23811,US,Rubelite,89,28,California,Santa Ynez Valley,Matt Kettmann,@mattkettmann,Syrah,Solminer
23812,US,The 46,89,55,California,Paso Robles Willow Creek District,Matt Kettmann,@mattkettmann,Grenache-Syrah,TH
23813,Argentina,Terroir,89,18,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,Malbec,Altos Las Hormigas
23814,Israel,Classic,89,12,Negev,,Mike DeSimone,@worldwineguys,Pinot Noir,Barkan
23815,Spain,,89,,Northern Spain,Rueda,Michael Schachner,@wineschach,Verdejo,Campo Alegre
23816,South Africa,Nurok,89,27,Paarl,,Lauren Buzzeo,@laurbuzz,White Blend,Fairview
23817,Italy,Turian,89,25,Northeastern Italy,Friuli Colli Orientali,Kerin O’Keefe,@kerinokeefe,Ribolla Gialla,Collavini
23818,France,Schoenenbourg Grand Cru,89,35,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Riesling,Domaine de la Tour Blanche
23819,France,Steinert Grand Cru,89,32,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Riesling,Domaine Moltès
23820,Italy,,89,17,Northeastern Italy,Alto Adige,Kerin O’Keefe,@kerinokeefe,Pinot Grigio,Erste Neue
23821,Argentina,AR Guentota Old Vine,89,25,Mendoza Province,Luján de Cuyo,Michael Schachner,@wineschach,Malbec,Belasco de Baquedano
23822,Germany,Trittenheimer Apotheke Kabinett,89,18,Mosel,,Anna Lee C. Iijima,,Riesling,Bollig-Lehnert
23823,France,Eichberg Grand Cru,89,45,Alsace,Alsace,Anne Krebiehl MW,@AnneInVino,Gewürztraminer,Martin Schaetzel
23824,France,Cuvée J.M. Brut,89,18,Loire Valley,Touraine,Roger Voss,@vossroger,Sparkling Blend,Monmousseau
23825,US,Papa Joe's Private Stash,89,30,Oregon,Applegate Valley,Paul Gregutt,@paulgwine ,Carmenère,Plaisance Ranch
23826,US,Papa Joe's Private Stash,89,25,Oregon,Applegate Valley,Paul Gregutt,@paulgwine ,Syrah,Plaisance Ranch
23827,US,Nouveau,88,30,California,Russian River Valley,Virginie Boone,@vboone,Pinot Noir,Spicy Vines
23828,France,Nocturne City Lights Demi-Sec,88,84,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Taittinger
23829,Spain,Hoya de Cadenas Brut,88,16,Catalonia,Cava,Michael Schachner,@wineschach,Sparkling Blend,Vicente Gandia
23830,France,Brut Réserve,88,35,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Vollereaux
23831,Germany,Zeltinger Schlossberg Kabinett Old Vines,88,17,Mosel,,Anna Lee C. Iijima,,Riesling,Weingut Albert Gessinger
23832,France,Prestige Brut,88,20,Alsace,Crémant d'Alsace,Anne Krebiehl MW,@AnneInVino,Sparkling Blend,Willm
23833,France,Blanc de Blancs Réserve Brut,88,58,Champagne,Champagne,Roger Voss,@vossroger,Chardonnay,Jean Laurent
23834,Argentina,Terroir Series,88,17,Other,Salta,Michael Schachner,@wineschach,Torrontés,Kaiken
23835,Italy,Alnè Extra Dry,88,16,Veneto,Prosecco Treviso,Kerin O’Keefe,@kerinokeefe,Glera,La Tordera
23836,US,,88,35,California,Russian River Valley,Virginie Boone,@vboone,Chardonnay,Laguna
23837,US,,88,25,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Lange
23838,France,Grande Sélection Brut,88,55,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Le Brun de Neuville
23839,France,Tendre Rosé Brut,88,65,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,Le Brun de Neuville
23840,US,Estate,88,24,California,Fiddletown,Jim Gordon,@gordone_cellars,Sauvignon Blanc,Le Mulet Rouge
23841,US,Cali's Cuvée,88,24,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Left Coast Cellars
23842,Italy,Soluna,88,35,Northeastern Italy,Collio,Kerin O’Keefe,@kerinokeefe,Malvasia,Livon
23843,US,Faith Vineyard,88,23,California,Central Coast,Matt Kettmann,@mattkettmann,Sauvignon Blanc,Luna Hart
23844,US,Nativo,88,22,California,Lodi,Jim Gordon,@gordone_cellars,White Blend,Markus Wine Co
23845,Italy,Brut,88,15,Veneto,Prosecco Treviso,Kerin O’Keefe,@kerinokeefe,Glera,Masottina
23846,Argentina,Unsung Hero,88,26,Other,Argentina,Michael Schachner,@wineschach,Malbec,Mendoza Vineyards
23847,New Zealand,,88,16,Marlborough,,,,Sauvignon Blanc,Mud House
23848,US,Estate,88,26,California,Nevada County,Jim Gordon,@gordone_cellars,Syrah,Naggiar
23849,US,Westside,88,22,California,Paso Robles,Matt Kettmann,@mattkettmann,Zinfandel,Peachy Canyon
23850,New Zealand,Reserve,88,11,Marlborough,,,,Sauvignon Blanc,Phantom Bay
23851,Spain,La Encina del Inglés,88,22,Andalucia,Málaga,Michael Schachner,@wineschach,Red Blend,Finca la Melonera
23852,Italy,Strada di Guia 109 Brut,88,25,Veneto,Valdobbiadene Prosecco Superiore,Kerin O’Keefe,@kerinokeefe,Glera,Foss Marai
23853,New Zealand,,88,18,Marlborough,,,,Sauvignon Blanc,Framingham
23854,US,,88,30,California,Russian River Valley,Virginie Boone,@vboone,Pinot Noir,Fritz
23855,France,Grand Cordon,88,45,Champagne,Champagne,Roger Voss,@vossroger,Champagne Blend,G. H. Mumm
23856,Italy,Brut,88,17,Veneto,Prosecco Treviso,Kerin O’Keefe,@kerinokeefe,Glera,Giol
23857,US,,90,28,California,Paso Robles,,,Petit Verdot,Calcareous
23858,South Africa,Noble Late Harvest,90,24,Elgin,,Susan Kostrzewa,@suskostrzewa,Riesling,Paul Cluver
23859,South Africa,The Left Bank,90,15,Western Cape,,Susan Kostrzewa,@suskostrzewa,Red Blend,Neil Ellis
23860,South Africa,Kaapse Vonkel Brut Rosé,90,30,Stellenbosch,,Susan Kostrzewa,@suskostrzewa,Sparkling Blend,Simonsig
23861,US,,90,36,Oregon,Oregon,Paul Gregutt,@paulgwine ,Pinot Noir,Sineann
23862,Italy,,90,30,Northeastern Italy,Colli Orientali del Friuli,,,Picolit,Marco Cecchini
23863,Spain,Castillo Ygay Gran Reserva Especial,90,54,Northern Spain,Rioja,Michael Schachner,@wineschach,Tempranillo Blend,Marqués de Murrieta
23864,Italy,,90,60,Northeastern Italy,Colli Orientali del Friuli,,,Picolit,Conte d'Attimis-Maniago
23865,France,Pur Chardonnay,90,25,Burgundy,Crémant de Bourgogne,Roger Voss,@vossroger,Chardonnay,Bailly-Lapierre
23866,Portugal,Dry Aperitif White,90,,Port,,Roger Voss,@vossroger,Port,Churchill's
23867,Australia,Black Noble,90,38,Australia Other,Australia,Joe Czerwinski,@JoeCz,White Blend,De Bortoli
