AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
18.038,1012.3,75.757,3.8826,24.577,1080.5,549.7,132.11,11.918,3.264,48.01
17.91,1012.9,73.374,3.8679,24.499,1080.2,549.98,131.89,11.887,2.3418,50.194
17.841,1013.5,70.464,3.8276,24.269,1078.9,549.74,130.88,11.801,5.6725,46.139
18.157,1013.9,66.946,3.8191,24.346,1079.1,550.32,130.96,11.847,19.139,35.598
18.545,1014.4,63.406,3.8474,24.617,1080.5,550.37,131.83,11.9,14.113,41.687
18.925,1014.6,60.533,3.8695,24.585,1080.7,550.25,131.89,11.845,1.6256,51.936
19.384,1014.5,62.286,3.8744,24.645,1080.5,549.6,131.48,11.99,1.677,52.893
20.018,1014.1,60.956,3.9089,24.893,1081.9,549.59,132.31,11.926,1.7399,53.019
20.24,1014.2,60.475,3.9343,24.969,1082.5,549.57,132.82,11.965,1.9856,52.673
20.125,1014.2,62.835,3.9162,24.826,1081.8,549.89,132.45,12.067,2.005,52.173
20.008,1014.2,64.541,3.8988,24.688,1081.4,550.38,132.16,11.935,2.1544,50.757
19.711,1014.3,66.972,3.7912,24.038,1077.9,549.78,129.75,11.745,1.7875,48.136
19.114,1014.6,71.68,3.8567,24.406,1080.2,549.92,131.87,11.846,1.9359,48.684
16.008,1012.9,86.948,3.42,24.845,1080.9,550.23,131.42,12.005,3.6499,55.545
15.674,1013.1,85.751,3.3203,24.095,1077.8,550.01,129.85,11.749,4.0677,51.781
15.336,1013.4,84.823,3.2977,24.267,1079,549.95,131.53,11.842,2.1042,52.229
15.103,1013.7,82.011,3.2885,23.84,1077,549.84,130.19,11.78,2.1901,52.837
14.905,1013.9,80.039,3.2449,23.793,1076.6,549.57,130.16,11.668,2.2565,50.971
14.708,1013.9,78.338,3.2618,23.686,1076.2,549.56,130.07,11.637,2.0351,51.095
14.408,1014.3,76.168,3.1993,23.548,1075.8,550.09,129.92,11.667,2.4662,52.288
14.247,1014.7,76.676,3.2361,23.798,1077,550.24,130.82,11.693,1.9738,51.391
14.245,1015.1,75.91,3.2793,24.164,1079.1,550.25,132.54,11.838,1.6934,51.636
14.34,1015.7,73.883,3.3054,24.42,1080.4,549.88,133.47,11.914,1.7691,53.188
14.301,1016.3,74.474,4.1634,31.185,1096.9,537.19,154.3,13.58,1.258,48.792
14.439,1016.6,74.988,4.2681,31.873,1100,536.22,157.23,13.752,1.4351,47.915
14.95,1016.9,71.036,4.2495,31.656,1099.9,537.01,156.44,13.738,1.7512,50.162
16.012,1017,69.157,4.2408,31.502,1099.9,537.78,155.52,13.686,1.3478,49.563
17.213,1017,68.329,4.1342,30.388,1100,541.46,152.49,13.467,1.0749,49.436
17.768,1017.1,67.085,4.2326,31.127,1100,538.85,154.07,13.616,1.2971,48.87
18.055,1017.2,67.639,4.2962,31.535,1099.9,537.28,154.83,13.697,1.9461,47.302
17.545,1017.4,68.422,4.2836,31.496,1100.1,537.59,154.99,13.693,1.8987,47.295
16.755,1017.7,69.807,4.3224,31.995,1100,535.89,156.23,13.788,1.48,46.096
15.999,1018,72.751,4.3405,32.321,1099.9,534.64,157.53,13.879,1.7064,46.468
15.333,1018.5,76.496,3.6279,26.584,1086.1,545.3,140.46,12.501,2.2324,50.217
15.262,1018.9,78.688,3.218,23.583,1076.2,550.17,129.84,11.718,3.204,51.98
15.339,1019.1,80.088,3.2643,23.81,1077.3,550.03,130.67,11.813,2.2061,49.667
15.154,1019.3,82.059,3.2729,23.774,1077.6,550.18,130.93,11.765,2.0963,48.81
15.144,1019.3,83.064,3.2287,23.597,1076.8,549.86,130.32,11.801,2.4863,48.952
15.114,1019.2,82.839,3.1906,23.214,1074.7,549.67,128.65,11.661,2.9364,48.204
14.855,1019.1,83.177,3.1569,22.956,1073.1,549.96,127.65,11.602,2.8014,48.246
14.371,1018.9,83.196,3.1933,23.321,1075.5,550.47,129.44,11.757,2.7364,49.292
13.869,1018.8,84.139,3.1831,23.128,1074.4,549.9,128.83,11.672,2.8905,50.597
18.394,1019,65.211,3.5409,26.215,1083.4,546.47,136.45,12.334,1.5994,56.454
17.152,1019.4,70.366,3.267,24.267,1079.1,550.41,131.21,11.821,1.5941,54.495
16.442,1019.7,73.713,3.2575,23.973,1077.6,550.37,130.03,11.787,1.9752,52.57
16.549,1019.9,73.503,3.2831,23.992,1077.7,550.33,130.15,11.859,2.1942,51.152
16.55,1020.1,73.201,3.27,23.78,1076.7,550.3,129.37,11.749,2.2766,51.025
16.266,1020.2,72.716,3.214,23.573,1075.2,550.26,128.61,11.691,2.4407,52.059
15.455,1019.9,74.98,3.1859,23.396,1074.1,550.07,127.98,11.62,2.4063,52.931
15.6,1019.8,75.178,3.2471,23.633,1075.4,549.86,128.75,11.685,2.3753,52.277
15.317,1019.7,74.473,3.2115,23.628,1075.5,550.06,128.98,11.691,2.4639,53.088
14.663,1019.6,75.948,3.1818,23.542,1075.3,550.04,129.12,11.673,2.2578,53.145
13.935,1019.4,79.049,2.7884,20.097,1054.8,549.8,114.45,10.761,4.0484,54.837
13.386,1019.4,81.826,2.6706,18.913,1047.8,549.88,109.52,10.459,4.7431,55.855
13.466,1019.1,84.862,2.6682,19.018,1048.2,550.25,109.75,10.338,4.7911,56.235
14.807,1019.3,82.988,2.9514,21.098,1060.5,550.05,117.96,11.025,3.6549,52.886
16.362,1019.9,77.206,3.6205,26.276,1085,546.48,137.98,12.348,2.1559,49.012
17.345,1020.3,73.46,4.2099,30.69,1100,540.32,152.57,13.48,1.6189,47.166
18.21,1020.6,66.869,4.2305,30.812,1100,539.96,152.39,13.524,0.69271,48.354
18.738,1020.8,62.065,4.2358,30.88,1100.2,539.71,153.29,13.59,0.95521,47.582
19.044,1021,59.644,4.3055,31.584,1099.8,537.35,155.89,13.733,0.79921,42.191
19.263,1020.6,59.527,4.1813,30.596,1100,540.67,153.59,13.515,0.65587,43.657
19.385,1020.6,60.134,4.2629,31.224,1099.9,538.61,155.21,13.686,0.81322,43.451
19.063,1020.5,61.524,4.2337,31.092,1100,538.96,154.75,13.592,1.0338,42.943
18.794,1020.4,62.556,4.2565,31.344,1100,538.18,155.6,13.666,1.0919,43.199
18.247,1020.4,65.191,4.2891,31.637,1099.9,537.07,155.6,13.724,1.2273,44.087
17.659,1020.3,69.227,4.209,30.915,1100.1,539.42,154.01,13.585,1.6842,45.49
17.092,1020.5,71.768,4.3187,31.976,1100.1,536.03,157.01,13.8,1.8057,42.916
16.684,1020.7,72.444,4.2233,31.218,1100,538.45,155.46,13.677,1.8781,44.21
16.663,1020.7,72.745,3.9974,29.494,1092.6,540.14,148.56,13.194,1.4767,45.844
16.53,1020.7,73.263,3.1715,23.026,1072.6,549.94,126.54,11.603,2.0537,50.34
15.543,1020.8,74.491,3.1998,23.221,1074.3,549.84,128.32,11.678,2.2375,52.142
15.38,1020.5,75.747,3.2282,23.388,1074.9,549.89,128.47,11.71,2.5539,51.982
16.055,1020.4,69.778,3.2486,23.558,1075.7,549.73,128.83,11.744,2.0142,51.196
16.005,1020.2,69.258,3.2606,23.642,1076.1,549.64,129.29,11.672,2.2471,52.072
15.697,1019.9,71.264,3.082,22.512,1069.7,549.69,124.69,11.403,3.4471,55.026
15.581,1019.9,73.143,2.6584,18.804,1047.3,550.19,108.6,10.382,5.3596,56.546
15.732,1019.9,73.252,2.6546,18.913,1047.2,550.08,108.43,10.418,5.3185,56.682
15.447,1019.9,72.916,2.5862,18.699,1046.3,549.62,107.99,10.32,5.092,56.317
14.995,1020,75.62,2.9903,21.709,1064.8,549.99,121.71,11.184,3.555,55.281
15.392,1020,78.151,3.3105,24.149,1079.5,550.14,132.22,11.82,2.2733,51.826
17.041,1020.2,71.237,3.3211,24.099,1078.5,550.18,130.58,11.842,1.8206,49.384
18.527,1020,65.297,3.9162,28.607,1099,547,146.94,13.042,0.98183,50.721
19.655,1019.8,62.007,3.8838,27.96,1099.4,549.22,145.21,12.962,1.2497,51.735
20.667,1019.7,61.331,3.7589,26.993,1094.6,550.11,141.37,12.66,1.4598,51.526
21.187,1019.2,62.325,3.3637,23.993,1077.3,550.41,128.68,11.794,1.735,46.3
21.259,1018.6,65.242,4.1377,29.863,1098.7,542.91,148.64,13.295,1.0604,46.424
21.178,1018.5,64.3,4.516,32.649,1099.7,533.82,154.78,13.878,1.5685,43.472
20.774,1018.5,63.797,3.4175,24.25,1077.1,548.62,129.56,11.895,2.245,46.582
20.109,1018.6,65.022,3.2677,23.223,1073.6,550.12,126.48,11.677,2.5014,47.909
19.157,1018.9,71.084,3.2809,23.414,1074.6,550.21,127.48,11.655,1.8915,45.35
18.513,1019.2,74.764,3.2501,23.567,1075.1,550.28,128.05,11.616,1.8074,47.606
18.183,1019.3,75.932,3.2174,23.265,1073.3,550.36,126.67,11.613,1.9991,47.678
18.041,1018.5,76.763,3.2406,23.376,1074.3,550.18,127.43,11.666,2.2462,49.238
17.986,1018.5,76.505,3.2911,23.903,1077.2,550.12,129.52,11.775,2.3152,49.101
18.092,1018.6,76.694,3.3374,24.278,1079.1,550.15,131,11.908,2.3488,49.899
18.219,1018.6,76.015,3.2838,23.916,1077.3,550.13,129.49,11.73,1.8415,47.948
18.065,1017.9,75.671,3.2934,23.926,1077.2,550.28,129.53,11.779,1.7617,47.525
17.837,1017.6,76.645,3.3014,24.016,1077.5,550.31,129.95,11.845,2.0034,48.019
17.93,1017.5,77.905,3.2852,23.996,1077.2,550.01,129.74,11.781,2.3284,48.636
17.781,1017.3,79.322,3.2626,23.851,1076.6,550.15,129.42,11.821,2.2032,49.766
17.693,1017.3,79.653,3.249,23.906,1077.2,550.34,129.91,11.855,2.1924,48.704
17.531,1017.1,80.857,3.2553,23.899,1077.3,550.43,130.07,11.874,1.6899,46.608
17.582,1017.2,80.7,3.2668,23.926,1077.4,550.3,130,11.801,1.5929,47.18
18.012,1017.4,80.647,3.286,23.982,1077.6,550.34,130.13,11.857,1.7609,46.729
18.578,1017.7,79.427,3.3188,24.404,1079.7,550.05,131.41,11.827,1.8318,47.465
19.508,1018,76.804,3.285,23.896,1076.6,550.34,128.79,11.813,1.8172,44.368
20.446,1018.1,72.896,3.2983,24.057,1077.6,550.45,129.3,11.819,1.875,45.981
20.524,1017.9,72.246,3.3082,24.162,1078.1,550.32,129.74,11.902,1.9441,46.585
20.643,1017.5,70.171,3.3031,24.1,1077.7,549.78,129.18,11.826,1.8789,46.56
20.912,1017.2,68.608,3.3111,24.09,1077.5,550.4,128.87,11.783,1.9561,46.167
21.181,1017.1,69.245,3.3145,24.191,1077.6,550.44,129.04,11.798,1.8385,46.317
21.378,1017.2,68.987,3.2898,23.98,1076.5,550.03,128.01,11.728,1.948,47.005
21.206,1017.2,70.631,2.6384,18.973,1045.4,549.72,105.76,10.352,5.443,52.732
20.72,1017.6,71.192,2.5383,18.506,1043.2,549.87,104.4,10.088,5.1572,50.503
20.249,1017.9,73.169,2.9664,21.624,1062.8,550.44,118.62,11.079,2.898,50.121
19.886,1018.1,75.581,2.9849,21.792,1063.7,550.46,119.32,11.094,2.814,49.293
19.448,1018.2,78.154,3.0325,21.945,1064.3,550.43,119.95,11.223,2.7908,47.616
19.097,1018.5,79.699,3.2563,23.944,1076.4,550.24,128.78,11.743,2.1639,48.53
18.977,1018.6,80.329,3.2707,23.988,1076.9,549.7,129.04,11.752,2.0886,47.337
18.749,1018.4,81.118,3.3184,24.095,1077.5,549.56,129.65,11.834,1.8227,47.016
18.612,1018.2,81.429,3.2942,24.229,1078.3,549.54,130.36,11.8,1.8351,47.425
18.086,1018,80.375,2.9454,21.601,1061.4,549.44,118.72,11.093,3.3968,54.156
17.877,1018.1,81.349,2.7017,19.516,1050,549.61,109.94,10.512,4.0891,50.458
17.817,1018.5,81.803,2.8772,20.776,1057.9,549.8,115.81,10.849,3.526,50.642
18.467,1018.9,77.8,3.2637,24.222,1078.2,550.22,130.16,11.738,1.8274,49.006
19.638,1019.1,70.413,3.2912,24.094,1077.4,549.96,129.27,11.813,1.7067,48.916
20.518,1019,63.908,3.2483,23.537,1074,549.82,126.66,11.612,2.1506,49.36
21.295,1018.7,62.041,2.9552,21.217,1060.5,550.27,116.8,11.005,3.1538,47.754
21.542,1018.3,61.299,3.3371,24.284,1078.9,549.78,129.98,11.93,1.6611,47.465
21.378,1017.9,60.013,3.3271,24.093,1077.5,549.6,128.96,11.828,1.8944,47.977
21.373,1017.5,59.442,3.3782,24.477,1079.4,549.77,130.46,11.941,1.7421,48.234
21.016,1017.2,62.654,3.3528,24.501,1079.5,549.9,130.56,11.906,1.681,48.226
20.849,1017.1,62.746,3.3527,24.313,1078.4,549.86,129.74,11.815,1.8041,48.125
20.788,1017,64.635,3.3543,24.424,1079,549.81,130.3,11.799,1.6597,47.04
19.817,1016.8,71.78,3.3194,24.445,1079.2,550.33,130.9,11.79,1.6845,46.428
18.898,1016.8,75.677,3.2811,24.109,1077.5,550.18,129.86,11.739,1.9044,48.107
18.196,1016.9,75.347,3.3541,24.477,1079.7,550.12,131.71,11.943,1.9133,49.302
17.302,1016.9,76.38,3.2928,24.308,1079,550.01,131.54,11.888,1.9055,48.725
16.025,1016.9,79.394,3.1714,23.18,1072.6,549.86,127.37,11.585,2.9669,51.069
15.04,1016.5,83.055,2.8608,20.651,1057,549.66,116.02,10.866,3.9371,52.076
14.265,1016.3,85.201,3.2631,23.563,1075.2,549.92,129.65,11.724,1.9672,48.431
14.098,1016,86.253,3.2409,23.496,1074.6,549.93,129.13,11.645,2.2915,47.637
13.942,1015.6,87.09,3.18,23.15,1072.6,549.79,127.75,11.628,2.7442,49.316
13.725,1015.4,87.331,3.2298,23.147,1072.7,549.7,127.82,11.583,2.6077,50.116
13.745,1015.2,88.457,3.2076,23.213,1073.5,549.84,128.37,11.534,2.6813,49.604
13.934,1015.3,88.26,3.205,23.276,1073.5,549.99,128.41,11.512,2.5358,49.989
14.342,1015.4,88.689,3.2455,23.497,1074.8,550.13,129.21,11.617,2.2529,49.677
15.09,1015.6,88.738,3.3347,24.079,1077.9,550.09,131.46,11.755,2.2738,49.057
16.127,1015.8,87.736,3.343,24.197,1078.4,550.02,131.49,11.798,1.9361,46.217
17.655,1016,84.108,3.3411,23.89,1076.3,550,129.24,11.817,1.7982,47.397
19.375,1016,78.596,3.336,23.973,1076.4,549.99,128.91,11.803,2.1788,47.023
20.606,1015.6,73.411,3.4054,24.479,1079.3,550.08,130.92,11.841,1.7607,46.033
21.025,1015.2,72.967,3.3629,24.032,1077.1,550.16,129.05,11.822,1.5348,43.589
21.504,1014.7,70.436,3.4185,24.566,1080.2,550.05,131.17,11.948,1.8193,43.943
21.396,1014.1,68.571,3.4022,24.446,1079.3,550.11,130.54,11.865,1.933,44.507
21.37,1013.8,67.582,3.3433,24.329,1078.2,550.21,129.83,11.87,2.0056,46.056
21.329,1013.6,68.287,3.3209,24.206,1077.3,550.42,129.38,11.715,2.1953,47.763
20.759,1013.5,70.287,3.2876,24.2,1077.3,550.14,129.74,11.706,2.2362,54.596
19.66,1013.5,73.185,3.3104,24.259,1077.7,549.89,130.43,11.806,1.9803,54.349
18.493,1013.3,75.018,3.3011,24.084,1077,549.72,130.11,11.849,2.005,54.521
17.587,1013.2,78.609,3.3152,23.946,1076.4,549.94,129.74,11.841,2.0385,46.232
17.18,1013.2,81.601,3.239,23.575,1074.1,549.95,128.33,11.65,2.3522,47.939
16.251,1013.1,82.045,3.3784,24.383,1078.7,549.96,132.19,11.906,2.023,49.137
15.482,1012.7,85.135,3.2919,23.819,1075.7,549.89,129.87,11.774,2.2096,49.604
15.196,1012.3,86.402,3.3999,24.249,1078.1,549.77,131.83,11.835,1.887,49.041
13.732,1011.4,89.035,2.6318,17.998,1027,541.36,100.94,9.9358,11.905,86.86
13.324,1011.3,88.841,2.6577,18.065,1030,542.97,101.85,9.9605,10.807,83.223
13.277,1011.2,92.082,2.8111,17.99,1029.3,542.78,101.32,10.014,11.408,83.549
13.556,1011.3,92.444,3.7009,24.14,1077,549.95,131.82,11.753,2.2814,55.055
14.476,1011.6,94.296,3.3642,21.1,1059.3,550.09,117.84,10.914,3.5701,52.413
15.95,1011.7,95.219,3.8904,24.616,1079.8,549.82,132.69,11.837,2.1898,49.952
17.828,1011.7,94.183,3.5785,24.264,1077.5,549.95,130.11,11.872,1.8874,43.554
19.755,1011.9,86.164,3.4483,24.343,1078,550.08,129.93,11.761,1.7234,43.561
20.706,1011.8,78.455,3.4442,24.457,1078.6,549.96,130.29,11.774,1.7493,43.955
21.656,1011.2,73.03,3.4372,24.41,1078,549.82,129.52,11.827,1.6421,43.752
22.45,1010.7,68.438,3.4685,24.729,1079.8,549.69,130.73,11.927,1.5032,45.291
22.613,1010.3,66.701,3.4523,24.683,1079.6,549.56,130.48,11.957,1.8751,45.956
22.707,1010.2,63.124,3.4122,24.699,1079.5,549.76,130.59,11.877,1.9099,46.604
22.796,1010,62.336,3.3582,24.511,1078.3,550.18,129.66,11.794,2.0237,46.843
22.348,1009.9,68.572,2.7498,19.986,1051.3,549.91,110.36,10.484,4.1052,44.907
20.702,1010.1,80.323,2.6468,18.573,1042.8,550.05,104.35,10.197,5.1518,47.064
20.151,1009.8,81.389,2.6221,18.441,1041.8,550.24,103.73,10.126,5.5412,48.592
19.65,1009.5,80.916,3.1675,23.001,1069.7,550.1,124.4,11.445,2.5535,47.698
19.147,1009.1,82.79,3.2665,23.69,1073.8,550,127.4,11.646,1.7832,46.032
18.484,1009.1,82.674,3.1477,22.701,1068.1,549.95,123.62,11.397,1.7343,48.616
17.66,1009.1,84.676,3.2367,23.283,1071.7,549.97,126.39,11.583,2.0766,48.614
17.312,1009,86.24,3.1872,22.93,1069.8,550.05,125,11.475,2.328,48.57
17.162,1008.9,86.797,3.1799,23.02,1070.5,550.08,125.53,11.389,2.1938,47.784
17.555,1008.9,87.712,3.1726,22.991,1070.4,550.17,125.08,11.453,2.4757,48.274
18.09,1009,85.715,3.2077,23.086,1071.2,550.06,125.57,11.432,2.317,46.97
18.329,1009.6,86.361,3.2175,23.261,1072.2,549.86,126.3,11.482,2.1467,46.426
17.713,1010.3,88.205,3.3782,24.284,1077.9,550.14,131.03,11.831,2.1725,48.455
17.056,1010.8,89.128,3.3443,24.178,1077.7,549.91,130.81,11.797,1.8518,47.313
16.578,1010.9,90.535,3.3573,24.15,1077.8,550.23,130.97,11.861,1.75,46.887
16.567,1011.1,89.183,3.333,23.939,1076.6,550.46,130.16,11.84,2.0596,47.854
16.411,1011.2,87.133,3.31,23.67,1075.2,550.39,129.16,11.675,2.0912,49.42
16.262,1011,84.641,3.3315,24.005,1077.3,550.08,130.69,11.837,2.0761,50.349
16.034,1010.9,84.287,3.2762,23.588,1075,550.03,128.99,11.647,2.4323,50.896
15.534,1010.7,85.426,3.3492,24.164,1078.1,549.92,131.71,11.752,2.0594,50.468
15.223,1010.6,87.062,3.2856,23.558,1074.6,549.72,129.08,11.635,2.2077,50.149
15.092,1010.6,85.907,3.2879,23.565,1074.6,550.13,129.07,11.705,2.4591,49.833
15.03,1010.9,85.469,3.2894,23.606,1075,550.29,129.33,11.695,2.1888,48.75
14.976,1011.5,84.902,3.2819,23.547,1074.9,550.33,129.33,11.611,1.915,49.082
14.893,1011.9,83.901,3.2416,23.216,1073,550.3,127.79,11.639,2.1189,50.746
14.955,1011.7,83.251,3.2441,23.349,1074.6,550.06,128.87,11.707,2.0702,51.337
14.965,1011.7,84.374,3.2298,23.101,1072.7,550.07,127.61,11.61,1.9575,52.174
14.654,1011.7,85.21,3.201,22.962,1072.1,549.97,127.27,11.587,2.107,52.671
14.366,1011.6,86.321,3.2601,23.404,1074.7,550.09,129.32,11.724,2.2583,51.894
14.41,1011.4,86.172,3.3127,23.674,1076.3,550.43,130.38,11.708,1.8367,50.861
14.544,1011.2,86.783,3.314,23.888,1077.1,550.32,131.05,11.732,1.9835,50.67
14.667,1010.9,86.982,3.3167,23.769,1076.3,550.07,130.42,11.759,2.0913,51.812
14.766,1010.5,85.182,3.264,23.711,1075.9,550.17,130.08,11.768,1.8618,50.933
14.793,1010.2,83.553,3.2979,23.752,1076.3,550.31,130.37,11.769,2.3517,50.818
14.876,1010.2,83.104,3.3073,23.81,1076.3,550.42,130.4,11.686,1.6772,50.268
15.041,1009.9,84.064,3.3122,24.088,1077.3,550.14,131.24,11.816,1.4751,50.283
15.496,1009.7,85.416,3.3291,23.962,1077,549.77,130.8,11.741,1.3037,49.598
16.169,1009.6,85.945,3.3645,24.041,1076.9,549.58,130.51,11.78,2.2345,50.035
16.78,1009.3,85.969,3.3526,23.917,1076,550,129.61,11.798,2.0979,49.052
17.336,1008.6,85.283,3.401,24.139,1077.3,550.06,130.61,11.786,1.9332,47.446
17.483,1007.8,85.299,3.2982,23.287,1072.4,549.93,126.74,11.533,2.1808,46.103
17.411,1006.9,88.896,3.2388,22.595,1068.3,549.8,123.88,11.404,2.0387,45.574
17.39,1006.1,92.072,3.4497,24.062,1076.4,549.69,129.96,11.685,1.6138,45.179
17.531,1005.1,92.319,3.362,23.403,1072.6,549.79,127.1,11.647,2.6734,46.413
18.055,1004.8,91.592,3.3625,23.623,1073.3,550.01,127.43,11.6,2.5648,46.372
18.508,1004.4,91.312,3.4683,24.318,1077.3,550.01,130.4,11.721,2.3708,46.627
18.533,1004.2,92.925,3.5098,24.339,1077.3,550.09,130.41,11.708,2.2755,47.059
18.775,1004,93.662,3.5382,24.445,1078.7,550.02,131.2,11.767,2.0644,45.817
19.098,1004,92.465,3.4557,23.974,1075.9,549.66,128.83,11.716,2.0947,44.677
19.375,1003.4,91.718,3.5068,24.318,1077.9,549.55,130.38,11.816,1.5788,43.37
19.207,1002.8,90.889,3.4789,24.089,1076.2,549.7,129.33,11.796,1.5542,44.816
19.302,1002.5,91.297,3.4731,24.192,1076.4,550.32,129.45,11.787,1.5438,44.221
18.87,1002.7,90.442,3.3383,23.331,1071.9,549.91,126.13,11.563,2.01,46.45
18.274,1002.5,91.958,3.331,22.846,1069.2,549.73,124.48,11.422,2.0129,47.018
18.043,1003.1,90.954,3.3638,23.699,1074,549.62,127.92,11.585,1.8405,47.358
17.966,1003.4,91.222,3.3179,23.193,1071.3,549.52,125.94,11.566,2.1376,46.554
17.456,1003.2,91.646,3.3921,23.344,1072.4,550.09,127,11.529,2.1154,47.061
16.973,1003.6,90.897,3.3353,23.327,1072.8,550.33,127.47,11.483,2.4812,49.436
16.603,1003.7,89.763,3.2647,23.204,1072,549.89,126.97,11.519,1.7014,48.971
16.533,1004.3,89.939,3.2726,23.398,1072.9,549.8,127.58,11.516,1.5742,49.221
16.8,1005.2,86.419,3.185,23.21,1071.4,549.61,126.37,11.424,2.0065,51.466
16.854,1006.1,83.478,3.2883,23.96,1076.2,549.59,129.99,11.741,2.071,52.403
16.945,1007,82.642,3.2933,24.045,1076.5,549.95,130.19,11.797,1.925,52.357
17.16,1007.4,80.127,3.2635,23.829,1074.8,549.99,128.7,11.703,2.8221,66.289
16.891,1007.4,81.277,3.2707,23.831,1074.9,549.65,128.85,11.735,2.7853,56.766
16.425,1007.4,84.686,2.9777,21.604,1061.6,549.91,119.34,11.038,3.9938,57.168
15.887,1007.2,86.328,3.2999,24.043,1076.1,550.25,130.07,11.791,3.0282,56.304
15.526,1007.3,86.092,3.3148,24.118,1076.5,550.36,130.58,11.84,2.3856,54.393
15.183,1007.4,85.906,3.3144,24.101,1076.6,550.34,130.69,11.797,2.2585,54.461
14.91,1007,86.087,3.2927,24.001,1075.8,550.1,130.23,11.722,2.6153,55.405
14.732,1007.2,87.324,3.3106,24.049,1076.4,550.12,130.75,11.664,2.697,56.3
14.435,1007.5,88.487,3.3253,24.203,1077.1,549.9,131.33,11.707,2.4762,56.901
13.976,1007.8,90.095,3.1662,22.884,1069.6,549.77,125.65,11.417,3.1421,58.096
13.772,1008,88.478,3.162,22.923,1069.7,549.72,125.69,11.5,3.3355,60.819
13.781,1008.5,86.072,3.1974,23.198,1071.6,549.67,127.15,11.568,2.8987,59.468
13.891,1009.1,84.151,3.2278,23.355,1073.4,549.62,128.37,11.56,2.5878,57.497
14.087,1009.3,82.746,2.6953,19.356,1048.5,549.76,110.18,10.436,5.2721,61.863
13.952,1009.9,81.052,2.737,19.561,1050.2,549.94,111.55,10.518,4.8996,60.815
13.968,1010.6,81.537,2.7348,19.475,1050,550.33,111.33,10.519,4.9301,59.851
13.654,1011.2,79.637,2.7094,19.251,1048.9,549.9,110.59,10.368,5.1647,59.316
13.416,1011.4,78.004,2.6549,18.887,1046.3,550.21,108.78,10.356,5.3923,60.609
13.549,1011.7,78.343,2.6669,18.974,1047,550.17,109.2,10.391,5.3236,59.85
13.833,1012.4,69.423,2.6586,18.93,1047.2,550.24,109.23,10.36,5.0078,60.765
14.23,1013.2,73.45,2.6942,19.179,1048.8,549.68,110.34,10.356,4.5362,59.002
14.289,1013.9,75.623,2.9014,20.807,1058.9,549.92,117.67,10.859,3.5999,57.366
14.448,1014.8,78.504,3.1146,22.341,1068.2,550.34,124.41,11.412,3.4868,57.262
14.566,1015.1,79.114,3.0891,22.277,1067.7,550.47,123.98,11.302,3.3632,57.742
14.708,1015.5,78.311,3.2963,23.741,1076.7,550.31,130.52,11.734,2.7966,54.567
14.833,1015.9,76.204,3.1919,22.993,1072.4,549.99,127.21,11.516,2.9814,56.489
14.891,1016,74.274,3.1919,22.936,1072,549.6,126.9,11.505,2.81,56.67
14.939,1015.9,71.309,2.9376,20.978,1059.9,549.95,117.85,10.976,3.7194,59.34
15.01,1016,70.065,3.1043,22.469,1068.6,550.17,124.39,11.389,3.2197,58.869
14.999,1016.4,67.109,3.1572,22.825,1071.2,550.06,126.27,11.49,2.835,57.397
14.928,1017.1,68.012,3.1692,22.816,1071.4,549.74,126.53,11.458,2.447,56.524
14.763,1017.7,67.387,2.8003,20.022,1054.7,550.02,114.12,10.653,4.2306,58.073
14.547,1018.1,67.353,3.2243,23.209,1074.1,549.81,128.62,11.57,2.5062,55.203
14.349,1018.3,70.54,3.121,22.357,1069.2,549.83,125,11.405,2.8507,55.984
14.168,1018.6,72.551,3.2552,23.677,1077,549.96,130.83,11.833,2.2928,55.286
13.365,1019.1,75.197,3.2548,23.485,1075.9,550.26,130.27,11.79,2.3053,57.053
12.412,1019.2,76.923,2.9146,20.846,1059.7,549.88,118.87,11.019,4.1462,60.295
11.505,1019.3,79.436,2.6071,18.396,1041.9,547.79,107.41,10.324,6.679,68.489
10.985,1019.2,81.675,2.6918,18.897,1045.8,548.18,110.06,10.486,6.0899,67.071
10.936,1019.2,81.052,2.6544,18.501,1044,548.79,108.22,10.414,5.8809,63.797
11.071,1019.3,79.674,2.6244,18.475,1043.2,548.19,107.82,10.356,6.4417,67.449
11.039,1019,79.812,2.6316,18.446,1045.2,549.77,108.28,10.384,5.4679,63.147
10.854,1019.1,80.521,2.6748,18.988,1049.4,550.21,111.26,10.457,4.9447,60.947
10.628,1019.2,81.938,2.6574,18.517,1046.5,550.14,109.14,10.409,5.448,61.515
10.155,1019.3,83.856,2.6733,18.662,1047,549.78,109.9,10.43,5.3949,63.133
10.904,1019.6,86.744,2.6392,18.638,1046.9,550.2,109.51,10.251,5.2193,61.552
12.876,1020,84.665,2.7046,19.002,1048.5,550.01,109.82,10.434,4.8932,59.3
15.053,1020.1,72.567,2.8162,19.968,1054,549.97,113.38,10.638,3.6807,59.05
16.287,1020.2,63.999,3.2878,23.703,1076.7,549.99,129.54,11.718,1.8935,56.593
17.108,1020.1,56.473,3.2898,23.584,1075.9,550.14,128.61,11.673,2.1732,54.625
17.257,1019.8,55.175,3.3867,24.315,1080.2,550.3,131.9,11.977,2.0042,54.402
17.356,1019.4,52.293,3.3508,24.16,1079.2,550.41,131.11,11.938,2.0726,55.273
