Order,lot_area,neighborhood,overall_quality,overall_condition,year_built,year_sold,sale_price
1742,3922,Blmngtn,7,5,2006,2007,172500
1743,3922,Blmngtn,7,5,2006,2007,194201
1744,3621,Blmngtn,8,5,2003,2007,226500
1745,3710,Blmngtn,7,5,2007,2007,185485
1746,14572,Gilbert,7,5,2004,2007,259000
1747,16219,Gilbert,7,5,2004,2007,188500
1748,11084,Gilbert,7,5,2004,2007,175000
1749,11796,Gilbert,7,5,2004,2007,215000
1750,10936,Gilbert,7,5,2006,2007,206580
1751,8244,Gilbert,7,5,2004,2007,183500
1752,11950,Gilbert,7,5,2003,2007,165500
1753,7875,Gilbert,7,5,2003,2007,211000
1754,8063,Gilbert,6,5,2000,2007,181000
1755,8740,Gilbert,7,5,2002,2007,219500
1756,7917,Gilbert,6,5,1999,2007,175000
1757,9967,Gilbert,7,5,2000,2007,170000
1758,7750,Gilbert,7,5,2003,2007,162000
1759,9487,Gilbert,6,5,2000,2007,187000
1760,9649,Gilbert,6,5,1999,2007,185000
1761,15623,NoRidge,10,5,1996,2007,745000
1762,12191,NoRidge,8,5,1997,2007,384500
1763,11000,NoRidge,8,5,2000,2007,248000
1764,11400,NoRidge,10,5,2001,2007,466500
1765,10557,NoRidge,9,5,1998,2007,410000
1766,11002,NoRidge,8,5,1998,2007,322500
1767,10790,NoRidge,7,5,1998,2007,252000
1768,21535,NoRidge,10,6,1994,2007,755000
1769,9920,NoRidge,7,5,1996,2007,269790
1770,11787,NoRidge,7,5,1996,2007,315750
1771,9950,NoRidge,7,5,1995,2007,290000
1772,12257,NoRidge,8,5,1995,2007,290000
1773,12692,NoRidge,8,5,1992,2007,430000
1774,11762,NoRidge,8,5,1992,2007,263000
1775,9044,NoRidge,8,5,1996,2007,330000
1776,9910,Somerst,7,6,2007,2007,213133
1777,11830,Somerst,8,5,2007,2007,260261
1778,11670,Somerst,9,5,2006,2007,320000
1779,15256,Somerst,8,5,2007,2007,282922
1780,10612,Somerst,8,5,2006,2007,215000
1781,12291,Somerst,10,5,2007,2007,419005
1782,13501,Somerst,8,5,2006,2007,255000
1783,9986,Somerst,8,5,2006,2007,147000
1784,9965,Somerst,7,5,2007,2007,235876
1785,9416,Somerst,7,5,2007,2007,311872
1786,9849,Somerst,7,6,2007,2007,248328
1787,10000,Somerst,8,5,2006,2007,227000
1788,8847,Somerst,8,5,2005,2007,260000
1789,9158,Somerst,8,5,2007,2007,225000
1790,8251,Somerst,7,5,2005,2007,249000
1791,10084,Somerst,8,5,2004,2007,307000
1792,9605,Somerst,7,5,2006,2007,250000
1793,8778,Somerst,8,5,2006,2007,221300
1794,8640,Somerst,8,5,2007,2007,208900
1795,9000,Somerst,7,5,2006,2007,210400
1796,8640,Somerst,8,5,2007,2007,255000
1797,10411,Somerst,5,5,2007,2007,212109
1798,9000,Somerst,8,5,2006,2007,270000
1799,9000,Somerst,8,5,2007,2007,303477
1800,12217,Somerst,8,5,2007,2007,310013
1801,11096,Somerst,8,5,2006,2007,249700
1802,10207,Somerst,7,6,2007,2007,227875
1803,10440,Somerst,8,5,2007,2007,261329
1804,11824,Somerst,8,5,2006,2007,253000
1805,10625,Somerst,6,5,2004,2007,265000
1806,11143,Somerst,8,5,2004,2007,340000
1807,7500,SawyerW,6,5,2006,2007,146000
1808,7500,SawyerW,7,5,2006,2007,147000
1809,12450,SawyerW,5,5,2003,2007,149000
1810,7441,SawyerW,7,5,2006,2007,181000
1811,8462,SawyerW,6,5,1994,2007,201000
1812,11613,SawyerW,6,5,1993,2007,191750
1813,8450,SawyerW,7,5,2000,2007,179000
1814,16196,SawyerW,7,5,1998,2007,215000
1815,8012,SawyerW,6,5,1992,2007,179200
1816,8012,SawyerW,6,5,1980,2007,128000
1817,9180,SawyerW,5,7,1983,2007,144000
1818,8400,SawyerW,5,5,1977,2007,144000
1819,6285,Sawyer,5,5,1977,2007,120750
1820,8480,Sawyer,5,6,1963,2007,132500
1821,7420,Sawyer,5,5,1962,2007,132000
1822,7758,Sawyer,5,7,1962,2007,132500
1823,6970,Sawyer,4,5,1961,2007,129000
1824,13673,Sawyer,5,5,1962,2007,143900
1825,7476,Sawyer,5,7,1968,2007,145000
1826,9945,Sawyer,5,5,1961,2007,128500
1827,6173,Sawyer,5,6,1967,2007,125500
1828,19522,Veenker,7,5,1990,2007,300000
1829,17542,Veenker,7,7,1974,2007,294000
1830,10751,Sawyer,5,5,1974,2007,129000
1831,16647,Sawyer,5,5,1975,2007,171000
1832,12712,Sawyer,6,7,1973,2007,147000
1833,9572,NoRidge,8,5,1990,2007,302000
1834,10678,NoRidge,8,5,1992,2007,285000
1835,4379,Somerst,8,5,2004,2007,214000
1836,3523,Somerst,8,5,2006,2007,166000
1837,3784,Somerst,8,5,2006,2007,193800
1838,4230,Somerst,7,5,2006,2007,208900
1839,3606,Somerst,7,5,2006,2007,194000
1840,5330,Somerst,8,5,2006,2007,207500
1841,4274,Somerst,7,5,2006,2007,199900
1842,4251,Somerst,7,5,2006,2007,164700
1843,2280,Somerst,6,5,1999,2007,176500
1844,3230,Somerst,6,5,1999,2007,176000
1845,2117,Somerst,6,5,2000,2007,168500
1846,2117,Somerst,6,5,2000,2007,177000
1847,2117,Somerst,6,5,2000,2007,177000
1848,5105,Somerst,7,5,2004,2007,148800
1849,2645,Somerst,8,5,1999,2007,174000
1850,7399,Somerst,7,5,1997,2007,239000
1851,7321,Somerst,7,5,1999,2007,204000
1852,8010,Somerst,8,5,2003,2007,301000
1853,8413,Somerst,8,5,1998,2007,312500
1854,9466,Veenker,8,5,1994,2007,279700
1855,12000,Veenker,7,6,1980,2007,255000
1856,16157,Veenker,5,7,1978,2007,194000
1857,10768,Veenker,5,8,1976,2007,218000
1858,3840,Greens,8,6,1978,2007,213750
1859,9600,Veenker,6,7,1976,2007,187000
1860,9600,Veenker,6,8,1976,2007,181500
1861,17778,Veenker,8,5,1981,2007,373000
1862,18890,Sawyer,5,5,1977,2007,190000
1863,7050,Somerst,7,5,2001,2007,226000
1864,11700,NWAmes,6,6,1968,2007,143450
1865,8000,NWAmes,6,6,1970,2007,240050
1866,8723,NWAmes,6,6,1969,2007,162500
1867,11700,NWAmes,6,5,1968,2007,164000
1868,11358,NWAmes,7,7,1972,2007,185000
1869,9547,NWAmes,7,6,1993,2007,188500
1870,10530,NWAmes,7,6,1993,2007,255000
1871,11500,NWAmes,5,6,1976,2007,136905
1872,10738,NWAmes,6,7,1966,2007,158500
1873,9600,NWAmes,7,6,1973,2007,175500
1874,10800,NWAmes,6,5,1963,2007,127000
1875,8050,NAmes,5,6,1967,2007,127000
1876,10355,NAmes,5,5,1967,2007,143000
1877,10289,NAmes,5,7,1965,2007,156000
1878,9503,NAmes,5,5,1958,2007,144000
1879,10624,NAmes,5,4,1964,2007,119000
1880,10899,NAmes,4,5,1964,2007,103000
1881,12342,NAmes,5,5,1960,2007,139900
1882,12772,NAmes,6,8,1960,2007,151500
1883,8892,NAmes,5,5,1960,2007,126500
1884,10482,NAmes,6,8,1958,2007,145000
1885,7535,NAmes,5,7,1958,2007,120000
1886,7450,NAmes,5,5,1956,2007,124000
1887,8339,NAmes,5,7,1959,2007,106500
1888,14357,NAmes,5,5,1961,2007,140500
1889,8243,NAmes,5,7,1961,2007,137500
1890,8680,NAmes,5,7,1960,2007,117600
1891,8800,NAmes,7,6,1966,2007,163500
1892,9200,NAmes,6,5,1965,2007,161000
1893,9350,NAmes,6,7,1964,2007,158000
1894,8800,NAmes,6,7,1964,2007,224500
1895,11382,NAmes,6,5,1964,2007,147000
1896,22002,NAmes,6,7,1959,2007,200000
1897,14585,NAmes,6,6,1960,2007,181900
1898,7388,NAmes,5,6,1959,2007,150750
1899,9842,NAmes,4,5,1962,2007,101800
1900,8280,NAmes,6,5,1950,2007,124000
1901,12172,NAmes,5,7,1940,2007,138500
1902,5000,BrkSide,1,3,1946,2007,39300
1903,5000,BrkSide,3,3,1946,2007,64500
1904,3500,BrkSide,3,5,1945,2007,64000
1905,5175,BrkSide,5,8,1958,2007,112000
1906,9500,NAmes,6,6,1964,2007,165000
1907,9600,NAmes,5,6,1955,2007,144000
1908,11345,NAmes,5,5,1948,2007,137000
1909,9492,NAmes,5,5,1941,2007,105000
1910,9480,NAmes,5,7,1942,2007,146500
1911,8668,NAmes,5,5,1968,2007,126000
1912,10050,NAmes,5,6,1966,2007,175000
1913,9600,NAmes,6,5,1961,2007,158500
1914,10150,NAmes,5,5,1958,2007,114500
1915,11344,NAmes,5,5,1958,2007,144000
1916,18450,NAmes,6,5,1965,2007,129000
1917,8760,NAmes,6,7,1957,2007,141000
1918,6860,NAmes,5,6,1956,2007,131000
1919,8250,NAmes,5,7,1963,2007,142100
1920,8176,NAmes,5,6,1958,2007,139000
1921,9750,NAmes,6,6,1958,2007,157900
1922,9250,NAmes,5,7,1954,2007,139400
1923,11988,NAmes,6,6,1957,2007,150000
1924,9100,NAmes,5,5,1960,2007,120000
1925,9736,NAmes,6,6,1957,2007,174850
1926,9770,NAmes,5,5,1957,2007,116000
1927,10152,NAmes,5,5,1956,2007,135000
1928,12155,NAmes,6,3,1970,2007,163500
1929,12198,NAmes,5,6,1955,2007,130000
1930,10050,NAmes,5,5,1955,2007,129500
1931,11556,NAmes,5,9,1953,2007,142000
1932,8078,NAmes,5,5,1958,2007,128600
1933,10950,NAmes,6,6,1952,2007,125000
1934,7942,NAmes,6,7,1953,2007,136000
1935,8923,NAmes,5,7,1953,2007,134500
1936,8540,NAmes,5,8,1956,2007,127000
1937,7134,NAmes,5,5,1955,2007,130000
1938,7150,NAmes,4,4,1955,2007,115000
1939,8400,NAmes,5,5,1955,2007,116900
1940,13300,NAmes,5,7,1956,2007,132000
1941,9532,NAmes,4,6,1953,2007,153000
1942,15783,OldTown,5,5,1952,2007,112500
1943,14190,OldTown,4,7,1890,2007,138000
1944,9600,NAmes,5,7,1949,2007,135000
1945,12099,NAmes,5,6,1953,2007,156000
1946,21281,NAmes,5,4,1935,2007,301600
1947,10134,OldTown,5,6,1940,2007,109000
1948,5500,OldTown,4,6,1956,2007,103200
1949,10284,OldTown,4,7,1925,2007,128500
1950,10800,OldTown,4,6,1927,2007,64500
1951,10800,OldTown,5,9,1895,2007,148000
1952,5400,OldTown,5,6,1920,2007,86000
1953,10090,NAmes,7,5,1963,2007,172000
1954,8700,NAmes,5,7,1961,2007,120000
1955,8300,NAmes,6,6,1968,2007,128500
1956,11606,NAmes,5,5,1969,2007,135000
1957,8064,NAmes,5,7,1949,2007,122900
1958,11664,NAmes,6,5,1948,2007,119200
1959,10496,NAmes,6,6,1949,2007,143000
1960,7200,NAmes,5,7,1950,2007,119000
1961,7200,NAmes,5,3,1950,2007,102000
1962,7200,NAmes,5,8,1950,2007,129000
1963,7000,NAmes,5,7,1960,2007,135000
1964,7500,NAmes,5,7,1959,2007,152000
1965,7315,NAmes,5,6,1958,2007,140000
1966,7903,NAmes,5,5,1960,2007,152000
1967,8000,NAmes,5,5,1960,2007,156500
1968,8000,NAmes,5,4,1961,2007,141000
1969,7000,NAmes,5,6,1961,2007,99000
1970,9760,NAmes,6,8,1964,2007,187000
1971,7590,NAmes,5,5,1962,2007,169500
1972,6600,NAmes,5,5,1962,2007,125500
1973,6760,NAmes,5,5,1962,2007,130000
1974,6978,OldTown,5,7,1926,2007,103000
1975,9600,OldTown,5,7,1910,2007,132000
1976,6000,OldTown,6,6,1927,2007,127500
1977,4480,OldTown,5,5,1922,2007,89500
1978,7200,OldTown,5,5,1980,2007,140000
1979,3153,OldTown,5,6,1920,2007,99900
1980,10800,OldTown,4,7,1885,2007,100000
1981,7200,OldTown,5,8,1940,2007,130000
1982,9000,OldTown,5,8,1900,2007,135000
1983,6000,OldTown,3,7,1948,2007,120000
1984,5925,OldTown,4,7,1937,2007,89471
1985,5925,OldTown,4,6,1900,2007,85000
1986,6000,OldTown,4,4,1920,2007,108500
1987,9639,OldTown,4,8,1900,2007,137000
1988,3880,OldTown,5,9,1945,2007,110500
1989,8520,OldTown,5,6,1923,2007,100000
1990,10337,OldTown,8,9,1910,2007,184900
1991,9863,OldTown,6,6,1927,2007,145000
1992,9600,OldTown,5,8,1925,2007,125000
1993,4571,OldTown,5,7,1910,2007,114000
1994,13600,OldTown,5,5,1900,2007,90000
1995,8398,OldTown,6,8,1910,2007,144100
1996,9900,OldTown,6,4,1880,2007,117500
1997,3600,OldTown,5,7,1930,2007,124500
1998,13500,OldTown,7,8,1879,2007,185000
1999,7200,OldTown,6,6,1910,2007,133900
2000,5400,OldTown,6,7,1926,2007,152000
2001,8100,OldTown,5,6,1948,2007,153500
2002,10800,OldTown,7,8,1890,2007,159500
2003,9439,OldTown,5,5,1930,2007,87000
2004,8626,OldTown,4,6,1956,2007,104500
2005,11800,OldTown,4,7,1949,2007,110000
2006,6854,BrkSide,5,7,1925,2007,136500
2007,8674,BrkSide,5,6,1950,2007,128250
2008,8731,BrkSide,5,5,1920,2007,144000
2009,8737,BrkSide,6,7,1923,2007,210000
2010,6125,BrkSide,5,7,1939,2007,135000
2011,6000,BrkSide,6,6,1939,2007,128000
2012,6000,BrkSide,6,6,1941,2007,131000
2013,6120,BrkSide,5,7,1939,2007,113000
2014,6240,BrkSide,6,5,1938,2007,126000
2015,6240,BrkSide,5,8,1939,2007,132000
2016,6240,BrkSide,5,7,1930,2007,131750
2017,6120,BrkSide,5,6,1926,2007,132500
2018,6120,BrkSide,5,8,1920,2007,137500
2019,6120,BrkSide,7,8,1929,2007,132000
2020,6240,BrkSide,6,6,1931,2007,127500
2021,6180,BrkSide,6,5,1926,2007,102000
2022,7755,OldTown,6,8,1918,2007,200000
2023,13515,BrkSide,6,6,1919,2007,180500
2024,8850,BrkSide,6,7,1920,2007,165000
2025,8550,BrkSide,5,5,1926,2007,90000
2026,8730,BrkSide,6,7,1915,2007,153575
2027,5700,OldTown,7,6,1929,2007,140000
2028,8520,OldTown,6,7,1916,2007,136000
2029,5680,OldTown,5,4,1901,2007,113000
2030,5680,OldTown,5,3,1901,2007,117000
2031,7758,IDOTRR,7,4,1931,2007,169500
2032,7449,IDOTRR,7,7,1930,2007,139400
2033,13200,IDOTRR,6,6,1963,2007,202500
2034,6882,IDOTRR,6,7,1914,2007,127000
2035,9000,IDOTRR,6,6,1937,2007,141000
2036,9780,IDOTRR,7,9,1950,2007,212300
2037,10320,IDOTRR,6,5,1915,2007,161000
2038,4330,IDOTRR,4,6,1958,2007,99500
2039,7200,IDOTRR,5,7,1920,2007,101000
2040,4800,IDOTRR,4,7,1916,2007,109900
2041,12358,OldTown,5,6,1941,2007,128500
2042,10120,OldTown,7,4,1910,2007,122000
2043,4388,OldTown,5,7,1930,2007,87000
2044,10320,IDOTRR,4,1,1910,2007,50000
2045,12888,Sawyer,7,8,1937,2007,219000
2046,18030,ClearCr,5,6,1946,2007,200500
2047,8160,Edwards,5,6,1940,2007,126000
2048,4484,SWISU,5,6,1942,2007,108500
2049,11235,Sawyer,5,5,1963,2007,130000
2050,11235,Sawyer,5,5,1964,2007,158450
2051,14299,Sawyer,4,3,1964,2007,115400
2052,7943,Sawyer,4,5,1961,2007,118500
2053,14149,Sawyer,5,8,1964,2007,165000
2054,11677,Sawyer,5,4,1966,2007,123000
2055,8400,Sawyer,6,5,1966,2007,129000
2056,7094,Sawyer,5,5,1966,2007,125000
2057,8978,Sawyer,5,5,1968,2007,108000
2058,8425,Sawyer,5,6,1971,2007,119900
2059,8665,Sawyer,5,5,1968,2007,115000
2060,8398,Sawyer,5,5,1967,2007,134500
2061,7742,Sawyer,5,7,1966,2007,127000
2062,8724,Sawyer,5,5,1968,2007,129000
2063,8197,Sawyer,6,5,1977,2007,143500
2064,8169,Sawyer,5,7,1966,2007,129000
2065,14175,Sawyer,5,5,1956,2007,187000
2066,16779,Sawyer,5,4,1920,2007,158000
2067,25339,Sawyer,5,7,1918,2007,112000
2068,6960,Sawyer,7,8,1940,2007,165250
2069,11375,Sawyer,6,5,1954,2007,150000
2070,13770,Sawyer,5,6,1958,2007,137000
2071,9000,Sawyer,4,7,1945,2007,89500
2072,115149,ClearCr,7,5,1971,2007,302000
2073,11075,ClearCr,6,5,1984,2007,182000
2074,10029,ClearCr,6,5,1988,2007,211000
2075,17541,Edwards,5,7,1948,2007,216000
2076,22692,Edwards,5,5,1953,2007,130000
2077,17808,Edwards,4,5,1946,2007,109900
2078,12671,ClearCr,6,7,1954,2007,255000
2079,12615,Edwards,6,7,1950,2007,243000
2080,10512,Edwards,6,6,1954,2007,154000
2081,5400,SWISU,5,5,1958,2007,118000
2082,11515,Edwards,4,5,1958,2007,80000
2083,7711,Edwards,4,3,1977,2007,150000
2084,9098,Edwards,4,7,1920,2007,86000
2085,3869,Edwards,5,6,1984,2007,130000
2086,9280,Edwards,5,6,1951,2007,125000
2087,11100,Edwards,5,6,1951,2007,136500
2088,7550,Edwards,4,5,1920,2007,96000
2089,9060,Edwards,5,6,1957,2007,120000
2090,23920,SawyerW,6,5,1984,2007,228500
2091,10357,SawyerW,7,5,1990,2007,179900
2092,13474,SawyerW,7,5,1990,2007,225000
2093,10380,SawyerW,7,5,1986,2007,301000
2094,13125,SawyerW,7,5,1991,2007,238000
2095,11287,SawyerW,7,6,1989,2007,228500
2096,9317,SawyerW,7,5,1994,2007,220000
2097,9965,CollgCr,7,5,2007,2007,383970
2098,9965,CollgCr,8,5,2006,2007,424870
2099,9178,CollgCr,8,5,2007,2007,250000
2100,10481,CollgCr,8,5,2006,2007,360000
2101,10652,CollgCr,7,5,2006,2007,279500
2102,11175,CollgCr,7,5,2007,2007,200141
2103,10235,CollgCr,8,5,2007,2007,246500
2104,9588,CollgCr,8,5,2007,2007,276000
2105,8814,CollgCr,7,5,2005,2007,203000
2106,11103,CollgCr,7,5,2006,2007,155835
2107,8556,CollgCr,7,5,2006,2007,194000
2108,6762,CollgCr,7,5,2007,2007,195400
2109,11750,CollgCr,7,5,2005,2007,217000
2110,8760,CollgCr,8,5,2006,2007,212999
2111,7242,CollgCr,7,5,2005,2007,175900
2112,9316,CollgCr,7,5,2005,2007,191000
2113,9317,CollgCr,6,5,2006,2007,176432
2114,14364,SawyerW,7,5,1988,2007,277000
2115,8883,SawyerW,7,5,1988,2007,207000
2116,159000,ClearCr,6,7,1958,2007,277000
2117,53107,ClearCr,6,5,1992,2007,240000
2118,12205,ClearCr,6,8,1966,2007,187500
2119,20064,ClearCr,8,6,1976,2007,279000
2120,14217,CollgCr,5,5,1994,2007,139500
2121,8775,CollgCr,5,5,1994,2007,126000
2122,11249,CollgCr,6,5,1995,2007,177500
2123,10021,CollgCr,6,6,1997,2007,175000
2124,9531,CollgCr,6,5,1998,2007,211000
2125,8428,CollgCr,5,7,1994,2007,146000
2126,16561,CollgCr,5,5,1996,2007,147900
2127,8070,CollgCr,4,5,1994,2007,123600
2128,9337,CollgCr,6,5,1997,2007,204750
2129,10820,CollgCr,7,5,1999,2007,235500
2130,12352,CollgCr,7,5,1998,2007,217000
2131,9543,CollgCr,7,5,2001,2007,190550
2132,8826,CollgCr,7,5,2000,2007,217500
2133,10665,CollgCr,7,5,2003,2007,226000
2134,11317,CollgCr,7,5,2003,2007,180000
2135,11800,CollgCr,5,5,1974,2007,131000
2136,8660,CollgCr,5,5,1976,2007,153500
2137,9720,CollgCr,5,7,1977,2007,160000
2138,8982,CollgCr,5,5,1977,2007,134900
2139,16300,CollgCr,5,4,1977,2007,130000
2140,9675,CollgCr,5,6,1975,2007,120000
2141,7700,CollgCr,5,5,1972,2007,112500
2142,10356,CollgCr,5,6,1975,2007,122000
2143,7200,CollgCr,5,5,1972,2007,127000
2144,7200,CollgCr,4,8,1972,2007,117000
2145,10386,CollgCr,8,5,2004,2007,305900
2146,9375,CollgCr,8,5,2002,2007,228500
2147,11354,CollgCr,7,5,2000,2007,270000
2148,8749,CollgCr,7,5,2002,2007,192000
2149,8749,CollgCr,7,5,2003,2007,213000
2150,8158,CollgCr,7,5,2002,2007,200000
2151,16226,CollgCr,8,5,1998,2007,267000
2152,11927,CollgCr,8,5,1994,2007,228000
2153,12728,CollgCr,8,5,2001,2007,275000
2154,15295,CollgCr,7,5,1996,2007,211000
2155,11248,CollgCr,9,5,2002,2007,285000
2156,10000,CollgCr,8,5,1995,2007,240000
2157,4435,CollgCr,6,5,2003,2007,131500
2158,17227,CollgCr,8,5,1999,2007,246900
2159,8200,CollgCr,7,5,2003,2007,219500
2160,8450,CollgCr,7,5,2003,2007,185000
2161,8145,CollgCr,7,5,2007,2007,179400
2162,9245,CollgCr,7,5,2006,2007,213500
2163,8500,CollgCr,7,5,2004,2007,179600
2164,8769,CollgCr,7,5,2005,2007,173500
2165,8334,CollgCr,6,5,2006,2007,167840
2166,8333,CollgCr,7,5,2006,2007,168675
2167,9045,CollgCr,5,5,2005,2007,167000
2168,9170,Edwards,5,7,1965,2007,140000
2169,9825,Edwards,5,5,1967,2007,118500
2170,8308,Edwards,4,6,1963,2007,110000
2171,10921,Edwards,4,5,1965,2007,94750
2172,16287,Edwards,5,6,1925,2007,122000
2173,8240,Edwards,6,6,1960,2007,110000
2174,11841,Edwards,6,5,1990,2007,118500
2175,6285,Edwards,6,6,1976,2007,133500
2176,7917,Edwards,6,7,1976,2007,148000
2177,9555,Edwards,5,6,1979,2007,141000
2178,8536,Edwards,5,5,2006,2007,155000
2179,7024,Edwards,5,5,2005,2007,157000
2180,7023,Edwards,5,5,2005,2007,171500
2181,39290,Edwards,10,5,2008,2007,183850
2182,40094,Edwards,10,5,2007,2007,184750
2183,3675,Edwards,6,5,2005,2007,140000
2184,6400,Edwards,5,7,1959,2007,131750
2185,6882,Edwards,4,3,1955,2007,61500
2186,10215,Edwards,4,5,1954,2007,111000
2187,8741,Edwards,5,6,1946,2007,98500
2188,4270,Edwards,3,6,1931,2007,79000
2189,10042,Edwards,6,8,1920,2007,108500
2190,9450,Edwards,4,5,1954,2007,110000
2191,11767,Edwards,4,7,1910,2007,112000
2192,8172,Edwards,4,5,1955,2007,125000
2193,8172,Edwards,4,5,1955,2007,79275
2194,8190,Edwards,4,6,1954,2007,119000
2195,10896,SWISU,6,7,1914,2007,200000
2196,10890,SWISU,5,6,1923,2007,150000
2197,10592,Crawfor,6,7,1923,2007,165000
2198,10594,Crawfor,5,5,1926,2007,96500
2199,7223,Crawfor,5,5,1926,2007,136500
2200,6821,Crawfor,6,7,1921,2007,146500
2201,7200,SWISU,5,7,1937,2007,175000
2202,4000,Crawfor,7,8,1930,2007,148500
2203,6720,Crawfor,6,7,1921,2007,141500
2204,7642,Crawfor,7,8,1918,2007,189950
2205,7155,Crawfor,6,8,1926,2007,135000
2206,7128,Crawfor,7,5,1941,2007,164000
2207,4280,Crawfor,5,6,1913,2007,90350
2208,5362,Crawfor,5,6,1910,2007,139000
2209,6305,Crawfor,5,7,1938,2007,119750
2210,7136,Crawfor,6,6,1946,2007,145000
2211,6270,Crawfor,5,6,1949,2007,145000
2212,7230,Crawfor,7,7,1927,2007,238000
2213,13108,Crawfor,5,5,1951,2007,153500
2214,22420,Crawfor,6,6,1918,2007,239000
2215,12168,Crawfor,8,6,1934,2007,359100
2216,7810,Crawfor,4,6,1930,2007,188000
2217,11275,Crawfor,6,7,1932,2007,220000
2218,6221,Crawfor,5,5,1941,2007,140000
2219,10570,Crawfor,8,8,1932,2007,315000
2220,7259,Crawfor,6,8,1945,2007,259500
2221,14442,Crawfor,6,7,1957,2007,257500
2222,13125,Crawfor,7,6,1940,2007,219500
2223,21000,Crawfor,6,5,1953,2007,217000
2224,25485,Crawfor,6,4,1960,2007,201000
2225,21579,Crawfor,6,6,1968,2007,215000
2226,1782,Blueste,6,6,1980,2007,123900
2227,17871,Crawfor,4,5,1995,2007,170000
2228,3907,Blueste,8,5,1988,2007,200000
2229,20693,Crawfor,7,5,1971,2007,198000
2230,32668,Crawfor,6,3,1957,2007,200624
2231,18044,Crawfor,8,5,1986,2007,315000
2232,8500,IDOTRR,5,7,1919,2007,115000
2233,7000,IDOTRR,6,7,1940,2007,141000
2234,5000,IDOTRR,5,6,1941,2007,87000
2235,7288,IDOTRR,5,7,1925,2007,129850
2236,6060,IDOTRR,4,5,1939,2007,100000
2237,9060,IDOTRR,5,6,1923,2007,150909
2238,3672,IDOTRR,5,7,1922,2007,75200
2239,8263,IDOTRR,6,5,1920,2007,118400
2240,8967,IDOTRR,5,2,1920,2007,67000
2241,13710,IDOTRR,5,5,1950,2007,152000
2242,11067,IDOTRR,2,4,1939,2007,68104
2243,8250,IDOTRR,5,6,1895,2007,119600
2244,6565,IDOTRR,4,6,1957,2007,140000
2245,6060,IDOTRR,5,9,1930,2007,124900
2246,5568,Crawfor,8,5,2006,2007,375000
2247,4750,Crawfor,8,5,2006,2007,235000
2248,12150,Mitchel,6,6,1979,2007,183500
2249,7540,Mitchel,6,6,1978,2007,156000
2250,9187,Mitchel,6,5,1983,2007,134000
2251,10000,Mitchel,5,5,2002,2007,215000
2252,12864,Mitchel,7,5,2002,2007,245000
2253,9928,Mitchel,7,5,1991,2007,210000
2254,8750,Mitchel,7,6,1975,2007,148000
2255,8410,Mitchel,6,6,1974,2007,143000
2256,4054,Timber,7,6,1987,2007,244000
2257,9763,GrnHill,7,5,1998,2007,330000
2258,16905,Timber,5,6,1959,2007,170000
2259,19958,Timber,6,8,1958,2007,257000
2260,8368,Timber,7,5,2006,2007,231713
2261,8298,Timber,8,5,2006,2007,267300
2262,9037,Timber,8,5,2006,2007,265900
2263,10991,Timber,8,5,2007,2007,239000
2264,10656,Timber,8,5,2006,2007,248900
2265,10331,Timber,7,7,1985,2007,174000
2266,13758,Timber,7,5,1990,2007,187500
2267,9303,Timber,6,5,1996,2007,204000
2268,6718,Timber,8,5,2001,2007,180500
2269,9590,Timber,7,5,2003,2007,187500
2270,11305,Timber,8,5,2002,2007,282000
2271,7777,Timber,6,5,1996,2007,178000
2272,14536,Timber,8,5,2002,2007,270000
2273,11800,Timber,7,5,2003,2007,279900
2274,35133,Timber,5,4,1963,2007,186700
2275,15306,Timber,8,5,2006,2007,283463
2276,12633,Timber,10,5,2006,2007,392000
2277,12665,Timber,8,5,2005,2007,281213
2278,8402,Mitchel,5,5,2007,2007,147000
2279,43500,Mitchel,3,5,1953,2007,130000
2280,6710,Mitchel,6,5,1996,2007,140000
2281,25286,Mitchel,4,5,1963,2007,132250
2282,25000,Mitchel,5,4,1967,2007,143000
2283,32463,Mitchel,4,4,1961,2007,168000
2284,4224,MeadowV,5,7,1976,2007,129900
2285,4224,MeadowV,5,5,1976,2007,134000
2286,1504,MeadowV,4,4,1972,2007,85500
2287,1533,MeadowV,4,5,1970,2007,106500
2288,1495,MeadowV,4,6,1970,2007,93900
2289,2001,MeadowV,4,5,1970,2007,75000
2290,1936,MeadowV,4,6,1970,2007,84500
2291,1890,MeadowV,4,3,1976,2007,75190
2292,11333,Mitchel,6,5,1976,2007,146800
2293,9129,Mitchel,5,5,1977,2007,153500
2294,15957,Mitchel,6,6,1977,2007,188000
2295,33983,Mitchel,5,6,1977,2007,196000
2296,8286,Mitchel,5,7,1977,2007,157000
2297,6723,Mitchel,5,7,1971,2007,138000
2298,7244,Mitchel,5,7,1970,2007,129500
2299,27697,Mitchel,4,3,1961,2007,80000
2300,7599,Mitchel,4,6,1982,2007,129500
2301,11000,Mitchel,5,6,1976,2007,135000
2302,8314,Mitchel,5,7,1982,2007,124500
2303,11625,Mitchel,5,7,1983,2007,139000
2304,10712,Mitchel,5,5,1991,2007,93500
2305,10447,Mitchel,5,6,1984,2007,124500
2306,11027,NAmes,6,5,1954,2006,149900
2307,10533,NAmes,6,6,1956,2006,157500
2308,11765,NAmes,5,5,1957,2006,169000
2309,39384,NAmes,6,6,1957,2006,252000
