CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
20040282,202004,25.9286,1.0133,3,2,2,83000,1900,3,2,3,1,9,R,R,R,R,R,R,R,R
20040283,202004,25.9286,1.0133,3,2,2,80000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20040284,202004,25.9286,1.0133,3,2,2,100000,1400,3,2,3,1,9,I,I,I,I,I,I,I,I
20040285,202004,25.9286,1.0133,3,2,2,90000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20040286,202004,25.9286,1.0133,3,2,2,170000,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
20040287,202004,25.9286,1.0133,3,2,2,112000,2100,3,2,3,1,9,R,R,R,R,R,R,R,R
20040288,202004,25.9286,1.0133,3,2,2,105000,1500,3,2,1,1,9,R,I,R,R,R,R,R,R
20040289,202004,25.9286,1.0133,3,2,2,120000,1700,3,2,3,1,9,R,R,R,R,R,R,R,R
20040290,202004,17.2857,1.0133,5,3,2,160000,2600,3,2,1,1,9,R,R,R,R,R,R,R,R
20040291,202004,25.9286,1.0133,3,2,2,105000,1900,3,2,3,1,9,R,R,R,R,R,R,R,R
20040292,202004,25.9286,1.0133,3,2,2,74000,1200,3,2,3,1,9,R,R,R,R,R,R,R,R
20040293,202004,5.1158,1.0133,5,3,1,253000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20040294,202004,7.6737,1.0133,4,2,1,125000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
20040295,202004,7.6737,1.0133,4,2,1,137000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20040296,202004,7.6737,1.0133,4,2,1,175000,2400,3,9,9,9,9,R,R,R,R,9,9,9,9
20040297,202004,25.9286,1.0133,3,2,1,82000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20040298,202004,25.9286,1.0133,3,2,1,107000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20040299,202004,25.9286,1.0133,3,2,1,101000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040300,202004,25.9286,1.0133,3,2,1,125000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20040301,202004,25.9286,1.0133,3,2,1,75000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20040302,202004,25.9286,1.0133,3,2,1,107000,1600,3,9,9,9,9,R,I,R,R,9,9,9,9
20040303,202004,25.9286,1.0133,3,2,1,130000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20040304,202004,25.9286,1.0133,3,2,1,116000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
20040305,202004,25.9286,1.0133,3,2,1,70000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040306,202004,17.2857,1.0133,5,3,1,142000,2600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040307,202004,7.6737,1.0133,4,2,1,104000,1500,3,9,9,9,9,R,I,R,R,9,9,9,9
20040308,202004,1.0667,1.0133,1,2,1,102000,1500,3,9,9,9,9,R,I,R,R,9,9,9,9
20040309,202004,4.6,1.0133,2,2,1,102000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
20040310,202004,25.9286,1.0133,3,2,1,95000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040311,202004,25.9286,1.0133,3,2,1,119000,1900,3,9,9,9,9,I,I,I,I,9,9,9,9
20040312,202004,1.0667,1.0133,1,2,1,56000,990,1,9,9,9,9,R,R,R,R,9,9,9,9
20040313,202004,25.9286,1.0133,3,2,1,75000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
20040314,202004,7.6737,1.0133,4,2,1,121000,1900,3,9,9,9,9,I,I,I,I,9,9,9,9
20040315,202004,5.1158,1.0133,5,3,1,128000,2100,3,9,9,9,9,R,I,R,R,9,9,9,9
20040316,202004,25.9286,1.0133,3,2,1,58000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040317,202004,25.9286,1.0133,3,2,1,115000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20040318,202004,25.9286,1.0133,3,2,1,170000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040319,202004,1.0667,1.0133,1,2,1,72000,990,1,9,9,9,9,R,R,R,R,9,9,9,9
20040320,202004,1.0667,1.0133,1,2,1,102000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
20040321,202004,1.0667,1.0133,1,2,1,122000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20040322,202004,1.0667,1.0133,1,2,1,95000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20040323,202004,1.0667,1.0133,1,2,1,80000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040324,202004,4.6,1.0133,2,2,1,85000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040325,202004,25.9286,1.0133,3,2,1,69000,2200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040326,202004,4.6,1.0133,2,2,1,54000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040327,202004,4.6,1.0133,2,2,1,63000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20040328,202004,4.6,1.0133,2,2,1,111000,1700,3,9,9,9,9,I,I,I,I,9,9,9,9
20040329,202004,4.6,1.0133,2,2,1,54000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20040330,202004,4.6,1.0133,2,2,1,107000,1600,3,9,9,9,9,R,I,R,R,9,9,9,9
20040331,202004,4.6,1.0133,2,2,1,75000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20040332,202004,4.6,1.0133,2,2,1,110000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040333,202004,4.6,1.0133,2,2,1,119000,1900,3,9,9,9,9,I,I,I,I,9,9,9,9
20040334,202004,4.6,1.0133,2,2,1,100000,1400,3,9,9,9,9,I,I,I,I,9,9,9,9
20040335,202004,25.9286,1.0133,3,2,1,125000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
20040336,202004,25.9286,1.0133,3,2,1,121000,1900,3,9,9,9,9,R,I,R,R,9,9,9,9
20040337,202004,25.9286,1.0133,3,2,1,116000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
20040338,202004,7.6737,1.0133,4,2,1,74000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040339,202004,25.9286,1.0133,3,2,1,107000,1600,3,9,9,9,9,R,I,R,R,9,9,9,9
20040340,202004,25.9286,1.0133,3,2,1,143000,2500,3,9,9,9,9,I,I,I,I,9,9,9,9
20040341,202004,25.9286,1.0133,3,2,1,70000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20040342,202004,5.1158,1.0133,5,3,1,183000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040343,202004,7.6737,1.0133,4,2,1,148000,2400,3,9,9,9,9,I,I,I,I,9,9,9,9
20040344,202004,7.6737,1.0133,4,2,1,170000,1800,1,9,9,9,9,R,R,R,R,9,9,9,9
20040345,202004,5.1158,1.0133,5,3,1,146000,2600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040346,202004,1.0667,1.0133,1,2,1,108000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20040347,202004,1.0667,1.0133,1,2,1,107000,1600,3,9,9,9,9,R,I,I,I,9,9,9,9
20040348,202004,1.0667,1.0133,1,2,1,128000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040349,202004,1.0667,1.0133,1,2,1,80000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040350,202004,7.6737,1.0133,4,2,1,184000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20040351,202004,4.6,1.0133,2,2,1,184000,1900,1,9,9,9,9,R,R,R,R,9,9,9,9
20040352,202004,7.6737,1.0133,4,2,1,109000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20040353,202004,1.0667,1.0133,1,2,1,90000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20040354,202004,4.6,1.0133,2,2,1,115000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20040355,202004,25.9286,1.0133,3,2,1,93000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20040356,202004,4.6,1.0133,2,2,1,88000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040357,202004,4.6,1.0133,2,2,1,146000,2400,1,9,9,9,9,I,I,I,I,9,9,9,9
20040358,202004,7.6737,1.0133,4,2,1,109000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20040359,202004,7.6737,1.0133,4,2,1,169000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20040360,202004,1.0667,1.0133,1,2,1,116000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
20040361,202004,4.6,1.0133,2,2,1,106000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040362,202004,4.6,1.0133,2,2,1,87000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
20040363,202004,7.6737,1.0133,4,2,1,95000,1300,1,9,9,9,9,I,I,I,I,9,9,9,9
20040364,202004,4.6,1.0133,2,2,1,107000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20040365,202004,4.6,1.0133,2,2,1,121000,1900,3,9,9,9,9,I,I,I,I,9,9,9,9
20040366,202004,4.6,1.0133,2,2,1,102000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
20040367,202004,4.6,1.0133,2,2,1,130000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040368,202004,4.6,1.0133,2,2,1,146000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20040369,202004,4.6,1.0133,2,2,1,136000,1600,1,9,9,9,9,R,R,R,R,9,9,9,9
20040370,202004,4.6,1.0133,2,2,1,81000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20040371,202004,4.6,1.0133,2,2,1,184000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20040372,202004,7.6737,1.0133,4,2,1,145000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20040373,202004,4.6,1.0133,2,2,1,114000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040374,202004,25.9286,1.0133,3,2,1,97000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20040375,202004,25.9286,1.0133,3,2,1,127000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
20040376,202004,25.9286,1.0133,3,2,1,139000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20040377,202004,25.9286,1.0133,3,2,1,66000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040378,202004,25.9286,1.0133,3,2,1,58000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20040379,202004,25.9286,1.0133,3,2,1,92000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20040380,202004,25.9286,1.0133,3,2,1,90000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20040381,202004,25.9286,1.0133,3,2,1,84000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20040382,202004,25.9286,1.0133,3,2,1,116000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20040383,202004,25.9286,1.0133,3,2,1,73000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20040384,202004,25.9286,1.0133,3,2,1,80000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20040385,202004,25.9286,1.0133,3,2,1,85000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040386,202004,4.6,1.0133,2,2,1,75000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040387,202004,4.6,1.0133,2,2,1,73000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
20040388,202004,4.6,1.0133,2,2,1,80000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20040389,202004,4.6,1.0133,2,2,1,121000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20040390,202004,7.6737,1.0133,5,2,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20040391,202004,7.6737,1.0133,5,2,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20040392,202004,25.9286,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040393,202004,1.0667,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040394,202004,1.0667,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040395,202004,1.0667,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040396,202004,25.9286,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040397,202004,1.0667,1.0133,5,2,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20040398,202004,1.0667,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040399,202004,1.0667,1.0133,5,2,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20040400,202004,7.6737,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040401,202004,5.1158,1.0133,5,3,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040402,202004,1.0667,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040403,202004,1.0667,1.0133,5,2,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
20040404,202004,25.9286,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20040405,202004,7.6737,1.0133,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20050001,202005,49.0929,0.996,3,1,2,31400,700,1,1,1,3,9,I,I,I,I,I,I,I,I
20050002,202005,49.0929,0.996,3,1,2,62000,1200,3,2,3,2,9,R,I,R,R,R,R,R,I
20050003,202005,16.2526,0.996,4,1,2,56000,1100,1,9,3,2,1,I,I,I,I,I,I,I,I
20050004,202005,16.2526,0.996,4,1,2,45200,840,1,9,1,2,1,R,R,R,R,R,R,R,R
20050005,202005,16.2526,0.996,4,1,2,70000,920,3,2,1,3,1,R,R,R,R,R,R,R,R
20050006,202005,16.2526,0.996,4,1,2,44900,790,1,2,1,2,1,I,I,I,I,I,I,I,I
20050007,202005,7.7833,0.996,1,1,2,58000,1100,1,9,3,2,1,R,I,R,R,R,R,R,R
20050008,202005,7.7833,0.996,1,1,2,53000,980,1,2,1,2,1,I,I,I,I,I,I,I,I
20050009,202005,7.7833,0.996,1,1,2,61000,980,1,9,3,3,1,R,R,R,R,R,R,R,R
20050010,202005,7.7833,0.996,1,1,2,49900,920,1,9,1,3,1,R,R,R,R,R,R,R,R
20050011,202005,49.0929,0.996,3,1,2,66000,1200,3,1,3,2,9,R,R,R,R,R,R,R,R
20050012,202005,49.0929,0.996,3,1,2,79000,1200,3,2,1,3,9,R,R,R,R,R,R,R,R
20050013,202005,49.0929,0.996,3,1,2,64000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
20050014,202005,49.0929,0.996,3,1,2,62000,1200,3,1,3,3,9,I,I,I,I,I,I,I,I
20050015,202005,49.0929,0.996,3,1,2,62000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
20050016,202005,16.2526,0.996,2,1,2,9,1100,3,2,1,3,1,R,9,I,I,I,R,I,I
20050017,202005,16.2526,0.996,2,1,2,57000,920,3,2,1,3,1,R,R,R,R,I,R,I,I
20050018,202005,10.7727,0.996,2,1,2,58000,1100,3,2,1,2,1,I,I,I,I,I,I,I,I
20050019,202005,10.7727,0.996,2,1,2,61000,840,1,1,1,3,1,R,R,R,R,R,R,R,R
20050020,202005,10.7727,0.996,2,1,2,33200,1100,3,1,1,3,1,R,R,R,R,R,R,R,R
20050021,202005,10.7727,0.996,2,1,2,70000,1200,3,2,1,2,1,R,R,R,R,R,R,R,R
20050022,202005,10.7727,0.996,2,1,2,39100,920,1,2,1,3,1,R,R,R,R,I,I,R,R
20050023,202005,49.0929,0.996,3,1,2,39700,980,3,2,3,3,9,R,R,R,R,R,R,R,R
20050024,202005,49.0929,0.996,3,1,2,44900,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20050025,202005,49.0929,0.996,3,1,2,65000,1300,3,2,3,3,9,I,I,I,I,I,I,I,I
20050026,202005,49.0929,0.996,3,1,2,39500,1200,3,2,1,3,9,R,R,R,R,R,R,R,R
20050027,202005,49.0929,0.996,3,1,2,58000,1300,3,2,3,3,9,R,R,R,R,R,R,R,R
20050028,202005,10.7727,0.996,2,1,2,59000,1100,3,1,1,3,1,R,R,R,R,R,R,R,R
20050029,202005,49.0929,0.996,2,1,2,9,960,3,2,1,3,1,R,9,I,I,I,R,I,I
20050030,202005,10.7727,0.996,2,1,2,33200,960,1,2,1,3,1,R,R,R,R,R,R,R,R
20050031,202005,49.0929,0.996,2,1,2,65000,1300,3,2,1,3,1,R,I,I,I,I,R,I,I
20050032,202005,10.7727,0.996,2,1,2,9,1100,3,2,1,3,1,R,9,I,I,I,R,I,I
20050033,202005,10.7727,0.996,2,1,2,52000,960,1,2,1,3,1,I,I,I,I,I,I,I,I
20050034,202005,10.7727,0.996,2,1,2,53000,840,1,1,1,3,1,R,R,R,R,R,R,R,R
20050035,202005,49.0929,0.996,3,1,2,50000,1300,3,1,3,3,9,R,R,R,R,R,R,R,R
20050036,202005,10.7727,0.996,2,1,2,63000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
20050037,202005,10.7727,0.996,2,1,2,65000,1300,3,2,3,2,1,I,I,I,I,I,I,I,I
20050038,202005,10.7727,0.996,2,1,2,63000,960,1,2,3,3,1,R,R,R,R,R,R,R,R
20050039,202005,10.7727,0.996,2,1,2,52000,960,1,2,3,3,1,I,I,I,I,I,I,I,I
20050040,202005,16.2526,0.996,4,1,2,50000,920,3,2,3,3,1,I,I,I,I,I,I,I,I
20050041,202005,16.2526,0.996,4,1,2,76000,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
20050042,202005,7.7833,0.996,1,1,2,53000,990,1,9,3,2,1,I,I,I,I,I,I,I,I
20050043,202005,10.7727,0.996,2,1,2,65000,1300,3,2,1,3,1,I,I,I,I,I,I,I,I
20050044,202005,10.7727,0.996,2,1,2,57000,1100,1,2,1,3,1,R,R,R,R,R,R,R,R
20050045,202005,10.7727,0.996,2,1,2,60000,1200,3,2,3,3,1,R,I,I,I,I,R,I,I
20050046,202005,10.7727,0.996,2,1,2,9,1300,3,3,1,3,1,R,9,I,I,I,R,I,I
20050047,202005,10.7727,0.996,2,1,2,55000,1100,3,3,1,2,1,I,I,I,I,I,I,I,I
20050048,202005,10.7727,0.996,2,1,2,57000,1100,1,2,1,3,1,R,R,R,R,R,R,R,R
20050049,202005,7.7833,0.996,1,1,2,9,990,1,2,1,3,1,R,9,I,I,I,R,I,I
20050050,202005,7.7833,0.996,1,1,2,44900,990,1,2,1,3,1,R,R,R,R,R,R,R,R
20050051,202005,49.0929,0.996,3,1,2,66000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20050052,202005,49.0929,0.996,3,1,2,63000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20050053,202005,49.0929,0.996,3,1,2,46900,840,1,2,3,3,9,R,I,R,R,R,R,R,R
20050054,202005,49.0929,0.996,3,1,2,60000,1100,3,2,3,3,9,R,R,R,R,R,R,R,R
20050055,202005,49.0929,0.996,3,1,2,52000,1100,3,2,1,3,9,R,R,R,R,R,R,R,R
20050056,202005,49.0929,0.996,3,1,2,60000,1200,3,1,3,3,9,I,I,I,I,I,I,I,I
20050057,202005,49.0929,0.996,3,1,2,46000,1200,3,2,1,2,9,R,R,R,R,R,R,R,R
20050058,202005,49.0929,0.996,3,1,2,61000,1200,3,2,3,2,9,I,I,I,I,I,I,I,I
20050059,202005,49.0929,0.996,3,1,2,60000,1200,3,2,1,3,9,R,R,R,R,R,R,R,R
20050060,202005,49.0929,0.996,3,1,2,71000,1300,3,2,3,3,9,R,R,R,R,R,R,R,R
20050061,202005,10.7727,0.996,2,1,2,65000,1300,3,1,3,3,1,I,I,I,I,I,I,I,I
20050062,202005,16.2526,0.996,4,1,2,46900,840,1,2,3,1,9,I,I,I,I,I,I,I,I
20050063,202005,16.2526,0.996,4,1,2,46900,840,1,2,3,1,9,I,I,I,I,I,I,I,I
20050064,202005,7.7833,0.996,1,1,2,58000,1100,1,2,3,1,9,I,I,I,I,I,I,I,I
20050065,202005,7.7833,0.996,1,1,2,95000,1100,1,2,1,1,9,R,R,R,R,R,R,R,R
20050066,202005,7.7833,0.996,1,1,2,58000,980,1,2,3,1,9,R,R,R,R,I,R,R,R
20050067,202005,16.2526,0.996,4,1,2,68000,1300,3,2,1,1,9,I,I,I,I,I,I,I,I
20050068,202005,10.7727,0.996,2,1,2,50000,920,3,1,1,1,9,R,I,R,R,R,R,R,R
20050069,202005,10.7727,0.996,2,1,2,60000,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
20050070,202005,10.7727,0.996,2,1,2,50000,920,1,2,1,1,9,I,I,I,I,I,I,I,I
20050071,202005,10.7727,0.996,2,1,2,62000,1200,3,2,1,1,9,I,I,I,I,I,I,I,I
20050072,202005,10.7727,0.996,2,1,2,9,960,3,2,1,1,9,R,9,R,R,I,R,I,R
20050073,202005,10.7727,0.996,2,1,2,49200,900,1,2,3,1,9,I,I,I,I,I,I,I,I
20050074,202005,10.7727,0.996,2,1,2,40400,1300,3,2,1,1,9,R,R,R,R,R,R,R,R
20050075,202005,7.7833,0.996,1,1,2,44600,780,1,9,3,1,9,I,I,I,I,I,I,I,I
20050076,202005,7.7833,0.996,1,1,2,50000,920,3,2,3,1,9,R,I,R,R,R,R,R,R
20050077,202005,7.7833,0.996,1,1,2,35600,780,1,2,1,1,9,R,R,R,R,R,R,R,R
20050078,202005,49.0929,0.996,3,1,2,31400,840,1,2,1,1,9,R,R,R,R,R,R,R,R
20050079,202005,10.7727,0.996,2,1,2,9,840,1,1,1,1,9,R,9,I,I,I,R,I,R
20050080,202005,10.7727,0.996,2,1,2,50000,920,3,1,1,1,9,I,I,I,I,I,I,I,I
20050081,202005,10.7727,0.996,2,1,2,9,1100,3,1,1,1,9,R,9,I,I,I,R,I,R
20050082,202005,7.7833,0.996,1,1,2,53000,980,1,9,3,1,9,I,I,I,I,I,I,I,I
20050083,202005,7.7833,0.996,1,1,2,66000,1200,3,9,1,1,9,R,R,R,R,R,R,R,R
20050084,202005,7.7833,0.996,1,1,2,9,920,3,2,1,1,9,R,9,I,I,I,R,I,R
20050085,202005,7.7833,0.996,1,1,2,62000,1200,3,9,1,1,9,I,I,I,I,I,I,I,I
20050086,202005,49.0929,0.996,3,1,2,62000,1200,3,2,3,1,9,I,I,I,I,I,I,I,I
20050087,202005,49.0929,0.996,3,1,2,63000,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
20050088,202005,16.2526,0.996,4,1,1,74000,790,1,9,9,9,9,R,R,R,R,9,9,9,9
20050089,202005,10.7727,0.996,2,1,1,65000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20050090,202005,7.7833,0.996,1,1,1,49000,980,1,9,9,9,9,R,R,R,R,9,9,9,9
20050091,202005,16.2526,0.996,4,1,1,90000,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
20050092,202005,49.0929,0.996,3,1,1,64000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20050093,202005,49.0929,0.996,3,1,1,42500,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20050094,202005,10.7727,0.996,2,1,1,69000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20050095,202005,49.0929,0.996,3,1,1,49200,900,1,9,9,9,9,I,I,I,I,9,9,9,9
20050096,202005,49.0929,0.996,3,1,1,50000,900,1,9,9,9,9,R,R,R,R,9,9,9,9
20050097,202005,10.7727,0.996,2,1,1,59000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20050098,202005,10.7727,0.996,2,1,1,79000,960,3,9,9,9,9,R,R,R,R,9,9,9,9
20050099,202005,10.7727,0.996,2,1,1,70000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20050100,202005,10.7727,0.996,2,1,1,57000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
20050101,202005,10.7727,0.996,2,1,1,59000,1100,1,9,9,9,9,I,I,I,I,9,9,9,9
20050102,202005,10.7727,0.996,2,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20050103,202005,10.7727,0.996,2,1,1,56000,1100,1,9,9,9,9,I,I,I,I,9,9,9,9
20050104,202005,10.7727,0.996,2,1,1,46900,840,1,9,9,9,9,I,I,I,I,9,9,9,9
20050105,202005,10.7727,0.996,2,1,1,65000,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
20050106,202005,10.7727,0.996,2,1,1,43900,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20050107,202005,10.7727,0.996,2,1,1,65000,1300,3,9,9,9,9,R,I,R,R,9,9,9,9
20050108,202005,10.7727,0.996,2,1,1,50000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20050109,202005,10.7727,0.996,2,1,1,58000,900,1,9,9,9,9,R,R,R,R,9,9,9,9
20050110,202005,7.7833,0.996,1,1,1,51000,950,1,9,9,9,9,R,I,R,R,9,9,9,9
20050111,202005,10.7727,0.996,2,1,1,42000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20050112,202005,49.0929,0.996,3,1,1,62000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20050113,202005,49.0929,0.996,3,1,1,50000,920,3,9,9,9,9,I,I,I,I,9,9,9,9
20050114,202005,10.7727,0.996,2,1,1,50000,920,3,9,9,9,9,I,I,I,I,9,9,9,9
20050115,202005,49.0929,0.996,3,1,1,46900,840,1,9,9,9,9,I,I,I,I,9,9,9,9
20050116,202005,10.7727,0.996,2,1,1,50000,840,1,9,9,9,9,R,R,R,R,9,9,9,9
20050117,202005,49.0929,0.996,3,1,1,49200,900,1,9,9,9,9,R,I,R,R,9,9,9,9
20050118,202005,49.0929,0.996,3,1,1,46900,840,1,9,9,9,9,R,I,I,I,9,9,9,9
20050119,202005,7.7833,0.996,1,1,1,53000,990,1,9,9,9,9,I,I,I,I,9,9,9,9
20050120,202005,49.0929,0.996,3,1,1,31400,700,1,9,9,9,9,R,R,R,R,9,9,9,9
20050121,202005,49.0929,0.996,3,1,1,60000,920,3,9,9,9,9,R,R,R,R,9,9,9,9
20050122,202005,49.0929,0.996,3,1,1,49900,920,3,9,9,9,9,R,R,R,R,9,9,9,9
20050123,202005,24.5464,1.0624,3,2,2,103000,1600,3,2,3,3,9,I,I,I,I,I,I,I,I
20050124,202005,24.5464,1.0624,3,2,2,113000,1800,3,2,3,2,9,I,I,I,I,I,I,I,I
20050125,202005,24.5464,1.0624,3,2,2,90000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20050126,202005,24.5464,1.0624,3,2,2,144000,2500,3,2,3,3,9,I,I,I,I,I,I,I,I
20050127,202005,5.4175,1.0624,5,3,2,165000,2500,3,2,3,2,1,R,R,R,R,R,R,R,R
20050128,202005,8.1263,1.0624,4,2,2,76000,1200,3,9,1,3,1,R,R,R,R,R,R,R,R
20050129,202005,8.1263,1.0624,4,2,2,141000,1600,3,2,3,3,1,R,R,R,R,R,R,R,R
20050130,202005,8.1263,1.0624,4,2,2,116000,1500,3,2,1,2,1,R,R,R,R,R,R,R,R
20050131,202005,8.1263,1.0624,4,2,2,76000,1200,3,9,1,3,1,R,R,R,R,R,R,R,R
20050132,202005,8.1263,1.0624,4,2,2,172000,1800,3,9,3,2,1,R,R,R,R,R,R,R,R
